dataset_ID,format_flag,dataset_name,data_source,system,climate,taxa,organism,location,CentralLatitude,CentralLongitude,LatLong_sites,Raw_datafile_name,Raw_start_year,Raw_end_year,Raw_nRecs,Raw_nTime,Raw_nSpecies,Raw_siteUnit,spatial_scale_variable,Raw_nSites,Notes_siteFormat,Notes_spFormat,Raw_spatial_grain,Raw_spatial_grain_unit,Raw_Mean_Individuals_perSiteYear,Raw_Min_Individuals_perSiteYear,Raw_Max_Individuals_perSiteYear,countFormat,Notes_countFormat,Formatted_nRecs,Formatted_start_year,Formatted_end_year,Formatted_nSites,Formatted_nTime,Formatted_nSpecies,Formatted_Mean_Individuals_perSiteYear,Formatted_Min_Individuals_perSiteYear,Formatted_Max_Individuals_perSiteYear,Formatted_spatial_grain,Formatted_spatial_grain_unit,Spatial_subsamples,Temporal_subsamples,Notes_timeFormat,subannualTgrain,PropOcc_notes,General_notes,Citation1,Citation2,Citation3,Citation4,Citation5,Citation6
200,5,,http://idn.ceos.org/KeywordSearch/Metadata.do?Portal=idn_water&KeywordPath=%5BSensor_Name%3A+Short_Name%3D%27GRAB+SAMPLERS%27%5D&OrigMetadataNode=NOAA-NMMR&EntryId=WHOI_Benthic_Fauna&MetadataView=Full&MetadataType=0&lbnode=mdlb2,Marine,Temperate,Benthos,Benthos,,36.667,-65.533501,,NA,NA,NA,43801,28,1617,,,117,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,spatial extent is in square kilometers,"""NEFSC Benthos Database (OBIS-USA)"", Northeast Fisheries Science Center, National Marine Fisheries Service, NOAA, U.S. Department of Commerce (2010). (Available at http://www.iobis.org, accessed 2012).",NA,NA,NA,NA,NA
201,4,Long Term Monitoring of Kelp Forest ,,Marine,Temperate,Fish,Fish,"Channel Islands, CA",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Sites also include other sites along Pacific Coast (e.g. Pt. Lobos),PISCO,,,,,
202,4,Long Term Monitoring of Kelp Forest Fish: larvae,,Marine,Temperate,Fish,Fish,"Channel Islands, CA",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Casel+Z70:Z112le et al. 2010 Bulletin of Marine Sciences,,,,,
203,4,California Cooperative Fisheries Institute (CALCOFI) ,,Marine,Temperate,Plankton,Plankton,,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,"Dataset goes back to the 1950s, demonstrates strong ENSO effect",,,,,,
204,4,NC Dept of Marine Fisheries Fish Seine Survey (Red drum?),,Marine,Temperate,Fish,Fish,Coastal NC,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,6 regions of NC coast,,,,,,
205,4,Beaufort Bridge Net larval Fish sampling,,Marine,Temperate,Fish,Fish,,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,poster at ECU showed flattish temporal occupancy distribution,,contact: Todd Ellison,,,,
206,4,Gotelli Long-term Fish dataset,,Freshwater,Temperate,Fish,Fish,,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,"Fish data is from Grossman et al 1982, insects from KBS LTER",Gotelli et al 2010.pdf,,,,,
207,1,"Above ground plant biomass in a mesic acidic tussock tundra experimental site from 1982 to 2000 Arctic LTER, Toolik Lake, Alaska",http://arc-lter.ecosystems.mbl.edu/19822000gs81tusbm,Terrestrial,Polar,Plant,Plant,"Arctic LTER, AK",NA,NA,N,1982_2000gs81tusbm.csv,1982,2000,1876,7,24,maxgrain_Plot_Quad,Y,28,We created a new site variable that is hierarchical by site/plot/quad to more easily manipulate spatial grain. Also had to eliminate avg/count/StdErr fields and gm2 duplicate fields from dataset,"A number of entries were common names only/not plants, so they were removed.",0.8,m2,NA,NA,NA,biomass,"Biomass data provided summed across tissue types, aboveground & belowground biomass.",244,1982,2000,4,6,24,NA,NA,NA,5.6,m2,7,1,The date field was subset to only include July dates to account for sampling effort and rather drastic temperature changes in the Arctic.,Y,,20 years of data. Soil data available,Shaver and Chapin 1991,,,,,
208,1,Insect Populations via Sticky Traps at KBS-LTER,http://lter.kbs.msu.edu/datatables/67,Terrestrial,Temperate,Invertebrate,Insect,"Kellogg Biological Station, MI",42.38889,-85.400556,N,NA,1989,2013,47838,765,21,site_Replicate_Treatment_Station,Y,255,site fields concatenated. the metadata suggests that there are 6 replicates with 10 treatments each. 5 stations are within each treatment. ,"Unidentified entries (input as ""something else"") were removed",1,m2,15.43970788,1,145,count,Data represents count of adults. Many 0s and some NAs were omitted.,706,1989,2013,10,23,20,169.7946429,13,601,9135,m2,11,10,temporal data provided as dates. The only modification to this field involved converting to a date object.,Y,,These data are used in Gotelli et al. 2010; see spatial layout of plots in Robertson & Hamilton 2015,Landis and Gage 2014,,,,,
209,4,,,Terrestrial,Temperate,Plant,Plant,"Carpinteria salt marsh, CA",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,7 years of data. No soil data available,Cleland et al. 2008,,,,,
210,1,"Long-Term Nitrogen Deposition: Population, Community, and Ecosystem Consequences - Experiment 001",https://www.cedarcreek.umn.edu/research/data/dataset?ple001,Terrestrial,Temperate,Plant,Plant,"Cedar Creek LTER, MN",45.401944,-93.199444,N,Cedar Creek Ecosystem Science Reserve,1982,2011,28137,30,151,exp_field_plot,Y,162,"The site field is a concatenation of experiment, field, and plot. Field D was deleted bc its spatial grain was much larger than Fields A,B,C.","Lot of species had generic genuses listed as 1 and >50% having genus and species, so they were removed. Anything with a generic name(tree, shrub) was also removed.",16,m2,NA,NA,NA,density,Biomass data provided ranging from 0-8000,3076,1982,2011,3,30,148,NA,NA,NA,NA,NA,54,1,The only modification to this field involved converting to a date object.,N,,"30 years of data. Soil data available. Reminder! This is an experiment, likely only the control will be useful.",Tilman 1987,,,,,
211,4,,,Terrestrial,Temperate,Plant,Plant,"Central Plains Exptl Range, CO",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,14 years of data. No soil data available,Chu et al. 2013,,,,,
212,4,,,Terrestrial,Temperate,Plant,Plant,"Channel Islands, CA",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,17 years of data. No soil data available,Johnson & Rodriguez 2001,,,,,
213,1,Long-term mapped quadrats from Kansas prairie: demographic information for herbaceaous Plant. Ecology 88:2673.,http://esapubs.org/archive/ecol/E088/161/,Terrestrial,Temperate,Plant,herbaceous,"Fort Hays, KS",38.8,-99.3,N,NA,1932,1972,11234,41,137,siteID_site,Y,51,quadrats (sites) are potentially nested into two livestock exclosures and XY coords are provided; it may be useful to create 3 or 4 coarser grain site codes based on the spatial arrangement.,"Several ambiguous groups and unidentified spp removed, three unidentified species reassigned to the sole member of the genus in the dataset.",1,m2,80.92345815,1,400,count,"Each record is counted as one individual, which may underestimate the true number, but is more appropriate than using the coverage area when comparing to other datasets.",11234,1932,1972,51,41,137,80.92345815,1,400,NA,NA,1,1,Dates are years,N,,,,,,,,
214,4,,,Terrestrial,Temperate,Plant,Plant,"Jasper Ridge, CA",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,8 years of data. Soil data available,Zavaleta et al. 2003,,,,,
215,4,NPP Quadrat Biomass by Species and Season,http://jornada-www.nmsu.edu/studies/lter/datasets/plants/nppqdbio/data/nppqdbio.php,Terrestrial,Temperate,Plant,Plant,"Jornada LTER, NM",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,32 years of data. No soil data available,"Nelson 1934, Huenneke et al. 2001",,,,,
216,4,,,Terrestrial,Temperate,Plant,Plant,"Kellogg Biological Station, MI",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,23 years of data. Soil data available,Huberty et al. 1998,,,,,
217,1,Plant species composition on selected watersheds at Konza Prairie,http://www.konza.ksu.edu/knz/pages/data/KnzEntity.aspx?id=PVC021,Terrestrial,Temperate,Plant,Plant,"Konza Prairie LTER, KS",39.083333,-96.583333,N,PVC02.dat,1983,2015,407951,1024,320,site_Transect_Plot,Y,20,The site field is a concatenation of transect and plot. Transect e was removed bc it was only sampled for 2 years.,"The bad spp found were genus no spp provided, which made up <50% of that genus in the dataset. Only sp abbrevations are provided - full name is in website metadata and was checked for duplicates.",10,m2,NA,NA,NA,cover,Cover data provided. Seven cover classes were used to estimate species canopy coverage. 1 - 0-1% cover; 2 - 2-5% cover; 3 - 5-25% cover; 4 - 25-50% cover; 5 - 50-75%; 6 - 75-95% cover; 7 - 95-100% cover.,11554,1994,2015,4,18,294,NA,NA,NA,NA,NA,5,34,The only modification to this field involved converting to a date object. Formatted date in preformatting script.,Y,,25 years of data. Soil data available,Gibson & Hulbert 1987,,,,,
218,1,Lac Croche understory vegetation data set,http://www.esapubs.org/archive/ecol/E088/197/default.htm,Terrestrial,Temperate,Plant,Plant,"Lac Croche, Quebec",45.991,-73.998,N,Croche_VegCover.csv,1998,2006,7657,8,83,site_Transect_Plot,Y,43,The site field is a concatenation of transect and plot.,3 entries had -999 for NAs and were removed using bad spp,400,m2,NA,NA,NA,cover,Cover data provided.,7657,1998,2006,43,8,83,NA,NA,NA,NA,NA,1,1,The only modification to this field involved converting to a date object.,Y,,9 years of data. Soil data available,Paquette et al. 2007,,,,,
219,4,,,Terrestrial,Temperate,Plant,Plant,"McLaughlin Reserve, CA",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,10 years of data. Soil data available,Elmendorf & Harrison 2011,,,,,
220,4,,,Terrestrial,Temperate,Plant,Plant,"Niwot Ridge LTER, CO",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,11 years of data. Soil data available,Theodose & Bowman 1997,,,,,
221,1,"Portal Plants, summer",http://esapubs.org/archive/ecol/E090/118/metadata.htm,Terrestrial,Temperate,Plant,Plant,"Portal, AZ",31.938889,-109.079722,N,NA,1989,2002,558992,14,105,siteID_Plot_Quadrat,Y,384,"Added a uniform siteID, there are 24 plots each with 16 quadrats","All taxa not identified to species were removed, resulting in the loss of 896 records",0.0625,m2,68.4155506,0,1907,count,Data represents number of stems.,34945,1989,2002,24,14,105,1094.64881,6,14018,NA,NA,16,1,Date field is simply year,N,,30 years of data. No soil data available,Ernest et al. 2009,,,,,
222,1,Mapped quadrats in sagebrush steppe: long-term data for analyzing demographic rates and plant�plant interactions,http://onlinelibrary.wiley.com/doi/10.1890/10-0404.1/abstract,Terrestrial,Temperate,Plant,Plant,"Sagebrush Steppe, ID",44.033333,-112.033333,N,allrecords_cover.csv,1923,1973,3970,29,18,site_quad,Y,22,Site contains multiple 1 m2 quadrats,Two genus only entries were merged with identified species in those genera since there was only one identified species in each genus; unknown entries were removed.,1,m2,NA,NA,NA,cover,Cover area provided,271,1932,1956,1,17,18,NA,NA,NA,NA,NA,22,1,The only modification to this field involved converting to a date object.,N,,"35 years of data. No soil data available, data acquired from rarestabilization data repo, Glenda Yenni",Zachmann et al. 2010,,,,,
223,1,"Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (2006-2009)",http://repository.unm.edu/handle/1928/29843,Terrestrial,Temperate,Plant,Plant,"Sevilleta LTER, NM",34.3331,-106.736,N,NA,1995,2009,53872,121,126,site_block_plot_quad,Y,787,Metadata suggests site-block-plot-quad describes the order of nested sites from large to small. Several typos in site location identified and fixed.,"Species codes are mostly Kartez codes, but several were removed that refer to unidentifiable entities or seeds.",1,m2,NA,NA,NA,cover,Data represents cover. There were no NAs nor 0s that required removal,1506,1995,2009,7,15,101,NA,NA,NA,NA,NA,48,2,temporal data provided as dates. The only modification to this field involved converting to a date object.,Y,,14 years of data. Soil data available,Baez et al. 2006,,,,,
224,1,One hundred and six years of population and community dynamics of Sonoran Desert Laboratory perennials. Ecology 94:976. http://dx.doi.org/10.1890/12-1164.1,http://esapubs.org/archive/ecol/E094/083/,Terrestrial,Temperate,Plant,Plant,"Sonoran Desert, AZ",32.217,-111.0095,N,desertlabshrub.txt,1983,2011,2512,28,58,habitat,N,2,The site field describes the habitat type the plants were found at - open or shrub.,No bad spp or typos found,100,m2,2153.021739,65,7602,count,Count data provided,2512,1983,2011,2,28,58,2153.021739,65,7602,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,"Seems like a lot of years, but the sampling was pretty irregular. I'm not entirely sure this will be useful, or at the very least easy to work with (as it appears most of the occurrence info is in map form).",Rodriguez-Buritica et al. 2013,,,,,
225,1,A 12-year study on the scaling of vascular plant composition in an Oklahoma tallgrass prairie.,http://esapubs.org/Archive/ecol/E091/124/default.htm#data,Terrestrial,Temperate,Plant,Plant,"Tall Grass Prairie Preserve, OK",36.815906,-96.242149,N,TGPP_pres.csv,1998,2009,18323,12,318,site_plot,Y,20,"Used only the coarsest spatial scale provided (100 m2) by dataset, which is the only scale with cover data. Finer scale data available in each plot corner but only species presence.",3 species were represented with two different name codes so that was corrected.,100,m2,NA,NA,NA,cover,Cover data provided in cover dataset.,18323,1998,2009,20,12,318,NA,NA,NA,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,12 years of data. Soil data available,McGlinn et al. 2010,,,,,
226,1,Eastern Wood Breeding Bird Data,http://onlinelibrary.wiley.com/doi/10.1002/9780470999592.app2/pdf,Terrestrial,Temperate,Bird,Bird,"Eastern Wood, Surrey, Great Britain",51.297,-0.38,N,Appendix II_ Eastern Wood Breeding Bird Data - Pattern and Process in Macroecology - Wiley Online Library.csv,1950,1979,929,29,45,site,N,1,The site field is a concatenation of site and sample area (all in Eastern Wood).,No duplicate or erroneous species observed,16,ha,169.8965517,122.5,210,count,Count data provided in dataset,929,1950,1979,1,29,45,169.8965517,122.5,210,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,"Source is a PDF of a book (Gaston and Blackburn 2000, Pattern and Process in Macroecology), see page 357 of print version, page 370 of PDF","Beven 1976, Williamson 1989",,,,,
227,4,Breeding Bird Survey,,Terrestrial,Temperate,Bird,Bird,,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,20+ years,,,,,,
228,1,Hubbard Brook LTER,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-hbr.81.5,Terrestrial,Temperate,Bird,Bird,Hubbard Brook LTER New Hampshire,43.95,-71.745,N,hb_bird.txt,1969,2010,1876,42,37,site,N,4,"Each dataset was a separate plot, so used Hubbard Brook, Moose  Moosilauke, Sitnson Mountain, and Russell Pond as sites.",Species entries were removed: TOTAL  (ALL SPECIES) and NUMBER OF SPECIES  ,10,ha,201.7068966,101.75,427.75,count,"Data represents count. There were many 0s, 0.0s removed. bird counts that were entered as trace (t or tr) were entered as half the smallest amount observed in the dataset as 0.25",3231,Inf,#NAME?,4,0,0,4834.625,2435.25,11064.5,NA,NA,1,1,temporal data provided as dates (years) in numerical form.,N,,14-35 years,count,"Holmes, RT, S Sillet, N Rodenhouse, FW Sturges, TW Sherry. 012. Bird Abundances at Hubbard Brook (1969-2010) and on three replicate plots (1986-2000) in the White Mountain National Forest. Durham, NH. Hubbard Brook Data Archive [Database]. http://hubbardbrook.org/data/dataset.php?id=81 (1 Oct 2014) Mountain National Forest",,,,
229,4,Christmas Bird Count,,Terrestrial,Temperate,Bird,Bird,,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,20+ years,,,,,,
230,4,Swedish lapland bird assemblage,,Terrestrial,Temperate,Bird,Bird,"Ammarnas, Sweden",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,20 years,Enemar et al 1984,,,,,
231,1,Konza LTER small mammals,http://www.konza.ksu.edu/knz/pages/data/KnzEntity.aspx?id=CSM011,Terrestrial,Temperate,Mammal,Mammal,"Konza Prairie LTER, KS",39.083333,-96.583333,N,CSM011.dat,1981,2013,6900,33,15,site_WATERSHED.LINE,Y,14,The site field is a concatenation of watershed and trapline. The raw data was provided in this format.,No typos or bad spp found. Only sp abbrevations are provided - full name is in website metadata and was checked for duplicates.,60000,m2,22.66086957,0,115,count,Count data provided.,6900,1981,2013,14,33,15,22.66086957,0,115,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,"16 years, methods can be found at this link: http://www.konza.ksu.edu/knz/docs/MM.pdf. Spatial grain det by Kaufman et al 2012 - 300 m long times 2 100 m wide traps.",,,,,,
232,1,Sevilleta LTER mammals,http://sev.lternet.edu/content/small-mammal-exclosure-study-smes-0,Terrestrial,Temperate,Mammal,Mammal,"Sevilleta LTER, NM",34.333611,-106.728889,N,NA,1989,2013,3389,50,24,location_web,Y,27,"site is a concatenation of location and web, with 3 trapping webs per location, and each web consisting of 148 Sherman traps spanning a circle of radius 100m.","some species removed because they were genus-only and there were many species entries associated with that genus. There were also a few entries with a space at the end, which were replaced with the correct value. The Peromyscus species codes were changed from ""pm__"" to ""pe__"" because that is how the metadata lists them",31416,m2,87.94736842,1,367,count,Data represents count. Each row in the raw data represents the capture of one individual in a trap; these were tallied to get counts by web.,284,1989,2004,1,16,24,1212.25,151,2343,NA,NA,15,2,"temporal data provided as years and seasons (spring, summer, and fall). Seasons were converted into month and day combos (""4/1"",""7/1"",""10/1"") to make the date object. ",Y,,10-20 years, Ernest et al. 2000,,,,,
233,4,Lake Manyara Megaherbivores,http://www.jstor.org/stable/4219351?seq=1#page_scan_tab_contents,Terrestrial,Temperate,Mammal,Mammal,"Lake Manyara National Park, Tanzania",3.5,35.75,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,25 years, Prins and Douglas-Hamilton 1990,,,,,
234,1,Powdermill,http://ecologicaldata.org/wiki/powdermill-biological-station-small-mammal-database,Terrestrial,Temperate,Mammal,Mammal,"Powdermill Biological Station, Pennsylvania, USA",40.17074,-79.26017761,N,NA,1979,1999,5152,947,18,plot,N,1,"This dataset comprises many trapping stations that ultimately reflect the assemblage at a single plot, Powdermill Station.",Two species codes removed: one was just blank and one was a question mark.,1,ha,1964.666667,703,4540,count,Each record of raw data indicates the capture of one individual. These values are summed by date and species to get counts.,121,1980,1998,1,11,16,1660.909091,886,2587,NA,NA,1,39,temporal data provided as dates. The only modification to this field involved converting to a date object.,Y,,20+ years,Merritt J. 1999. Long Term Mammal Data from Powdermill Biological Station 1979-1999 knb-lter-vcr.67.17 (http://tropical.lternet.edu/knb/metacat/knb-lter-vcr.67.17/lter),,,,,
235,4,Plant and small-Mammal responses to large-herbivore exclusion in an African savanna: five years of the UHURU experiment. Ecology 95:787.,http://esapubs.org/archive/ecol/E095/064/,Terrestrial,Tropical,Plant,Plant,"Mpala research center, Kenya",NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Mammal exclosure experiment,Kartzinel et al. 2014,,,,,
236,5,Long-term monitoring of Mammals in the face of biotic and abiotic influences at a semiarid site in north-central Chile.Mammals-sjs.,http://esapubs.org/archive/ecol/E094/084/metadata.php,Terrestrial,Temperate,Mammal,Mammal,"Bosque Fray Jorge National Park, Chile",-30.63333,-71.6666667,N,Fray_Jorge_Small_Mammals_198903-200512.csv,1989,2005,44464,1615,12,site_GR,Y,19,The site field is the grid number at the spatial scale of 75x75 m. Data may also be aggregated across all grids.,"Two species codes  were not associated with any species in the metadata (""MM"" and ""UN""), and they were removed",5624,m1,1245.608108,24,3799,count,"Count of individuals captured by species, grid and date.",8688,1990,2005,4,12,12,1760.181818,222,3622,NA,NA,NA,NA,"Date was converted from Julian day to Y-M-D using the origin date, 9-01-1988.",Y,,Plant data collected with predator exclosure study. I used the annuals dataset. May show ENSO effect,Kelt et al. 2012,,,,,
237,1,Long-term monitoring of Mammals in the face of biotic and abiotic influences at a semiarid site in north-central Chile.Mammals-sjs.,http://esapubs.org/archive/ecol/E094/084/metadata.php,Terrestrial,Temperate,Mammal,Mammal,"Bosque Fray Jorge National Park, Chile",-30.63333,-71.6666667,N,Fray_Jorge_Small_Mammals_198903-200512.csv,1989,2005,44464,1615,12,site_GR,Y,20,The site field is the grid number at the spatial scale of 75x75 m. Data may also be aggregated across all grids.,"Two species codes  were not associated with any species in the metadata (""MM"" and ""UN""), and they were removed",5625,m2,1245.608108,24,3799,count,"Count of individuals captured by species, grid and date.",322,1990,2005,4,12,12,1760.113636,221,3622,NA,NA,1,48,"Date was converted from Julian day to Y-M-D using the origin date, 9-01-1988.",Y,,Plant data collected with predator exclosure study. I used the annuals dataset. May show ENSO effect,Kelt et al. 2013,,,,,
238,1,Long-term monitoring of Mammals in the face of biotic and abiotic influences at a semiarid site in north-central Chile. Ecology 94:977. shrub and herbaceous Plant.,http://esapubs.org/archive/ecol/E094/084/metadata.php,Terrestrial,Temperate,Plant,Plant,"Bosque Fray Jorge National Park, Chile",-30.63333,-71.6666667,N,"Fray_Jorge_Annuals_1989-2005.txt, Fray_Jorge_Perennials_1989-2005.txt",1989,2005,7115,16,85,Grid,N,16,Each grid has four permanent 75-m long transects; Perennial cover measured at 0.5 m intervals along each transect (75 points � 4 transects = 300 points per plot). Ephemeral (annual + geophyte) cover is measured on 10 randomly selected 1.5 m segments from these transects. Segments are sampled at 5 cm intervals (30 points � 10 segments � 4 transects = 1200 points per plot).,Some species had extra spaces and codes for SOIL and Total Cover were removed.,300,m,NA,NA,NA,cover,percent cover data provided by grid,7115,1989,2005,16,16,85,NA,NA,NA,NA,NA,1,1,Raw data provided for annuals in September and for perennials 4 times per year. All data were restricted to September samples in preformatting.,N,,"Seed data collected with predator exclosure study. I used the annuals dataset. May show ENSO effect.  Date listed as first of each month, but data only provided month; first of month added to allow for date object format.",Kelt et al. 2013,,,,,
239,5,Marine microPlankton diversity database,http://esapubs.org/archive/ecol/E094/149/,Marine,Global,Plankton,Plankton,Predominantly North and South Atlantic,NA,NA,,NA,NA,NA,40402,16,1336,,,294,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Sal et al. 2013,,,,,
240,4,Antarctic breeding Bird survey,http://esapubs.org/archive/ecol/E094/243/,Marine,Polar,Bird,Bird,Antarctica,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,This may not be that useful because there are only 7 species present.,Lynch et al. 2013,,,,,
241,1,"A multi-decade time series of kelp forest community structure at San Nicolas Island, California (USA). Ecology 94:2654.",http://esapubs.org/archive/ecol/E094/244/#data,Marine,Temperate,Benthos,Benthos,San Nicolas Island,33.25,-119.5,N,Benthic fish density raw data.csv,1980,2011,456832,242,128,Station_Quadrat,Y,90,Site fields concatenated. Each station has 10 quadrats.,"A number of non-organismal cover classes, and taxa not identified to species were removed while several ""spp"" taxa were assigned to the only species of that genus in the dataset.",1,m2,NA,NA,NA,cover,"Data represents cover in 1-m2 permanent quadrats, estimated by intercepts at 20 fixed points. ",18304,1981,2010,7,27,128,NA,NA,NA,NA,NA,10,2,temporal data provided as dates. The only modification to this field involved converting to a date object.,Y,,Includes a big ENSO event and reintroduction of sea otters,Kenner et al. 2013,,,,,
242,1,"A multi-decade time series of kelp forest community structure at San Nicolas Island, California (USA). Ecology 94:2654.",http://esapubs.org/archive/ecol/E094/244/#data,Marine,Temperate,Fish,Fish,San Nicolas Island,33.25,-119.5,N,Benthic fish density raw data.csv,1981,2011,60732,227,36,site_station_transect,Y,35,site fields concatenated. metadata suggests that there are 4-5 transects within each station.,"Removed all entries of Sebastes spp. because there were multiple other entries of the Sebastes genus that were identified to the species. There were other entries with unidentified species, but each had a unique genus, so there was no overlap, so they were kept.  ",100,m2,22.41869919,0,225,count,Raw data are density per m2 in which adult and juvenile densities were separately recorded. These were added together and multiplied by 100 to get a count of the number of individuals in the 100 m2 survey area.,5076,1982,2010,7,26,36,127.3049645,2,551,NA,NA,5,2,temporal data provided as dates. The only modification to this field involved converting to a date object.,Y,,"Benthos Fish. Includes a big ENSO event and reintroduction of sea otters. Dataset 243 is from the same site, but higher up in the water column.",Kenner et al. 2013,,,,,
243,1,"A multi-decade time series of kelp forest community structure at San Nicolas Island, California (USA). Ecology 94:2654.",http://esapubs.org/archive/ecol/E094/244/#data,Marine,Temperate,Fish,Fish,San Nicolas Island,33.25,-119.5,N,Midwater fish density raw data.csv,1981,2011,97071,227,57,station_transect,Y,35,site fields concatenated. metadata suggests that there are 4-5 transects within each station.,"Combined the female and male entries of Semicossyphus pulcher into species code 1006. Removed all entries of Sebastes spp. because there were multiple other entries of the Sebastes genus that were identified to the species. There were other entries with unidentified species, but each had a unique genus, so there was no overlap, so they were kept.",250,m2,198.3393939,0,4507,count,"Raw data represents density per m2, and adult and juvenile densities were in separate columns. These were added together in count column and multiplied by 250 to get count of individuals in 50 x 5 m transect.",969,1982,2005,1,17,57,3360.588235,639,8655,NA,NA,7,8,temporal data provided as dates. The only modification to this field involved converting to a date object.,Y,,"This is the mid-water Fish for the Kenner study, likely should not be considered independent of Dataset 242, which is at the same site but lower in the water column. ",Kenner et al. 2013,,,,,
244,1, A multi-decade time series of kelp forest community structure at the California Channel Islands. Ecology 94:2655.,http://esapubs.org/archive/ecol/E094/245/,Marine,Temperate,Benthos,Benthos,California Channel Islands,34,-120.25,N,Benthic Density Data.csv,0,99,15985,172,28,Site,N,33,"Site field converted to factor, otherwise unchanged.",Codes reflecting different size classes of the same species were lumped; several species that were probably not targeted originally for sampling were removed (i.e. present only for the end of the time series).,60,m2,NA,NA,NA,density,"Raw data are density per m2 based on multiple sampling methods of  different spatial scales. We here multiply the density x 60 to reflect the number of individuals expected over the coarsest of the sampling scales, 60 m2 (band transects).",15972,0,99,33,30,28,NA,NA,NA,NA,NA,1,1,Temporal data provided as sampling dates,Y,,,Kushner et al. 2013,,,,,
