datasetID,site,spRich,nTime,meanAbundance,scale,taxa,area,Raw_spatial_grain,Raw_spatial_grain_unit
221,221_21_13,21,12,105.5833333,3,Plant,0.0625,0.0625,m2
221,221_21_15,18,13,169.4615385,3,Plant,0.0625,0.0625,m2
221,221_21_17,22,14,169,3,Plant,0.0625,0.0625,m2
221,221_21_31,17,13,178.0769231,3,Plant,0.0625,0.0625,m2
221,221_21_33,19,13,91.92307692,3,Plant,0.0625,0.0625,m2
221,221_21_35,18,9,72.11111111,3,Plant,0.0625,0.0625,m2
221,221_21_37,20,14,93.78571429,3,Plant,0.0625,0.0625,m2
221,221_21_51,22,14,82.42857143,3,Plant,0.0625,0.0625,m2
221,221_21_53,21,11,60.45454545,3,Plant,0.0625,0.0625,m2
221,221_21_55,21,12,127.75,3,Plant,0.0625,0.0625,m2
221,221_21_57,21,12,151.1666667,3,Plant,0.0625,0.0625,m2
221,221_21_71,16,13,96.84615385,3,Plant,0.0625,0.0625,m2
221,221_21_73,17,12,87.75,3,Plant,0.0625,0.0625,m2
221,221_21_75,21,14,95.14285714,3,Plant,0.0625,0.0625,m2
221,221_21_77,23,13,131.7692308,3,Plant,0.0625,0.0625,m2
221,221_22_11,25,12,66.5,3,Plant,0.0625,0.0625,m2
221,221_22_13,21,12,146.4166667,3,Plant,0.0625,0.0625,m2
221,221_22_15,22,14,105.8571429,3,Plant,0.0625,0.0625,m2
221,221_22_17,27,14,112.1428571,3,Plant,0.0625,0.0625,m2
221,221_22_31,23,14,56.5,3,Plant,0.0625,0.0625,m2
221,221_22_33,26,14,190.7857143,3,Plant,0.0625,0.0625,m2
221,221_22_35,25,12,111.75,3,Plant,0.0625,0.0625,m2
221,221_22_37,16,13,11.69230769,3,Plant,0.0625,0.0625,m2
221,221_22_51,20,14,58.71428571,3,Plant,0.0625,0.0625,m2
221,221_22_53,31,14,117.5,3,Plant,0.0625,0.0625,m2
221,221_22_55,28,12,101.8333333,3,Plant,0.0625,0.0625,m2
221,221_22_57,27,14,110.0714286,3,Plant,0.0625,0.0625,m2
221,221_22_71,21,14,82.35714286,3,Plant,0.0625,0.0625,m2
221,221_22_73,26,12,101.3333333,3,Plant,0.0625,0.0625,m2
221,221_22_75,27,14,40.57142857,3,Plant,0.0625,0.0625,m2
221,221_22_77,26,12,101.75,3,Plant,0.0625,0.0625,m2
221,221_23_11,18,14,55.5,3,Plant,0.0625,0.0625,m2
221,221_23_13,22,12,45.25,3,Plant,0.0625,0.0625,m2
221,221_23_15,23,13,56.15384615,3,Plant,0.0625,0.0625,m2
221,221_23_17,22,13,114.2307692,3,Plant,0.0625,0.0625,m2
221,221_23_31,18,12,117.1666667,3,Plant,0.0625,0.0625,m2
221,221_23_33,19,12,74.83333333,3,Plant,0.0625,0.0625,m2
221,221_23_35,18,12,79.16666667,3,Plant,0.0625,0.0625,m2
221,221_23_37,21,13,108.4615385,3,Plant,0.0625,0.0625,m2
221,221_23_51,26,14,57.28571429,3,Plant,0.0625,0.0625,m2
221,221_23_53,25,14,79.57142857,3,Plant,0.0625,0.0625,m2
221,221_23_55,26,13,54.61538462,3,Plant,0.0625,0.0625,m2
221,221_23_57,31,14,47.78571429,3,Plant,0.0625,0.0625,m2
221,221_23_71,22,14,60.71428571,3,Plant,0.0625,0.0625,m2
221,221_23_73,19,13,79.61538462,3,Plant,0.0625,0.0625,m2
221,221_23_75,20,13,69.76923077,3,Plant,0.0625,0.0625,m2
221,221_23_77,20,13,140.9230769,3,Plant,0.0625,0.0625,m2
221,221_24_11,20,13,34.38461538,3,Plant,0.0625,0.0625,m2
221,221_24_13,7,6,3.5,3,Plant,0.0625,0.0625,m2
221,221_24_15,33,14,88.5,3,Plant,0.0625,0.0625,m2
221,221_24_17,18,11,11.90909091,3,Plant,0.0625,0.0625,m2
221,221_24_31,15,12,10,3,Plant,0.0625,0.0625,m2
221,221_24_33,15,14,15.85714286,3,Plant,0.0625,0.0625,m2
221,221_24_35,18,9,37.11111111,3,Plant,0.0625,0.0625,m2
221,221_24_37,29,13,91.07692308,3,Plant,0.0625,0.0625,m2
221,221_24_51,27,13,32.69230769,3,Plant,0.0625,0.0625,m2
221,221_24_53,22,13,11,3,Plant,0.0625,0.0625,m2
221,221_24_55,18,14,24.78571429,3,Plant,0.0625,0.0625,m2
221,221_24_57,30,12,90.5,3,Plant,0.0625,0.0625,m2
221,221_24_71,15,9,13.88888889,3,Plant,0.0625,0.0625,m2
221,221_24_73,19,12,80.91666667,3,Plant,0.0625,0.0625,m2
221,221_24_75,16,12,8.333333333,3,Plant,0.0625,0.0625,m2
221,221_24_77,16,9,23.66666667,3,Plant,0.0625,0.0625,m2
221,221_3_11,20,14,57.5,3,Plant,0.0625,0.0625,m2
221,221_3_13,26,13,39.07692308,3,Plant,0.0625,0.0625,m2
221,221_3_15,24,14,67.21428571,3,Plant,0.0625,0.0625,m2
221,221_3_17,25,14,73.92857143,3,Plant,0.0625,0.0625,m2
221,221_3_31,25,13,24.61538462,3,Plant,0.0625,0.0625,m2
221,221_3_33,21,14,17.92857143,3,Plant,0.0625,0.0625,m2
221,221_3_35,22,14,95.35714286,3,Plant,0.0625,0.0625,m2
221,221_3_37,23,14,88.57142857,3,Plant,0.0625,0.0625,m2
221,221_3_51,26,14,120.8571429,3,Plant,0.0625,0.0625,m2
221,221_3_53,26,14,124.7142857,3,Plant,0.0625,0.0625,m2
221,221_3_55,28,14,130,3,Plant,0.0625,0.0625,m2
221,221_3_57,32,14,193.0714286,3,Plant,0.0625,0.0625,m2
221,221_3_71,21,14,231.4285714,3,Plant,0.0625,0.0625,m2
221,221_3_73,28,12,78.33333333,3,Plant,0.0625,0.0625,m2
221,221_3_75,21,12,105.6666667,3,Plant,0.0625,0.0625,m2
221,221_3_77,15,14,20.5,3,Plant,0.0625,0.0625,m2
221,221_4_11,28,14,148.3571429,3,Plant,0.0625,0.0625,m2
221,221_4_13,22,14,135.2857143,3,Plant,0.0625,0.0625,m2
221,221_4_15,21,14,147.3571429,3,Plant,0.0625,0.0625,m2
221,221_4_17,31,14,67.57142857,3,Plant,0.0625,0.0625,m2
221,221_4_31,23,14,105.5,3,Plant,0.0625,0.0625,m2
221,221_4_33,24,13,73.23076923,3,Plant,0.0625,0.0625,m2
221,221_4_35,24,13,109.6923077,3,Plant,0.0625,0.0625,m2
221,221_4_37,19,14,17.28571429,3,Plant,0.0625,0.0625,m2
221,221_4_51,18,14,121.8571429,3,Plant,0.0625,0.0625,m2
221,221_4_53,27,13,159.1538462,3,Plant,0.0625,0.0625,m2
221,221_4_55,24,13,151,3,Plant,0.0625,0.0625,m2
221,221_4_57,25,14,130,3,Plant,0.0625,0.0625,m2
221,221_4_71,14,13,107.8461538,3,Plant,0.0625,0.0625,m2
221,221_4_73,26,14,80.92857143,3,Plant,0.0625,0.0625,m2
221,221_4_75,24,14,92.42857143,3,Plant,0.0625,0.0625,m2
221,221_4_77,20,14,108.9285714,3,Plant,0.0625,0.0625,m2
221,221_5_11,34,14,67.07142857,3,Plant,0.0625,0.0625,m2
221,221_5_13,26,13,79,3,Plant,0.0625,0.0625,m2
221,221_5_15,24,13,100.6153846,3,Plant,0.0625,0.0625,m2
221,221_5_17,26,14,138.2142857,3,Plant,0.0625,0.0625,m2
221,221_5_31,29,14,49.64285714,3,Plant,0.0625,0.0625,m2
221,221_5_33,22,14,18.28571429,3,Plant,0.0625,0.0625,m2
221,221_5_35,25,14,83.78571429,3,Plant,0.0625,0.0625,m2
221,221_5_37,28,14,112.2142857,3,Plant,0.0625,0.0625,m2
221,221_5_51,28,14,76.78571429,3,Plant,0.0625,0.0625,m2
221,221_5_53,23,14,48.5,3,Plant,0.0625,0.0625,m2
221,221_5_55,28,14,15,3,Plant,0.0625,0.0625,m2
221,221_5_57,32,14,110.9285714,3,Plant,0.0625,0.0625,m2
221,221_5_71,31,14,53.64285714,3,Plant,0.0625,0.0625,m2
221,221_5_73,20,14,11.28571429,3,Plant,0.0625,0.0625,m2
221,221_5_75,27,14,23.21428571,3,Plant,0.0625,0.0625,m2
221,221_5_77,16,14,10.85714286,3,Plant,0.0625,0.0625,m2
221,221_6_11,29,14,24.14285714,3,Plant,0.0625,0.0625,m2
221,221_6_13,24,14,9.571428571,3,Plant,0.0625,0.0625,m2
221,221_6_15,20,12,13.41666667,3,Plant,0.0625,0.0625,m2
221,221_6_17,26,14,20.07142857,3,Plant,0.0625,0.0625,m2
221,221_6_31,28,13,58.61538462,3,Plant,0.0625,0.0625,m2
221,221_6_33,26,14,48.42857143,3,Plant,0.0625,0.0625,m2
221,221_6_35,23,14,35.71428571,3,Plant,0.0625,0.0625,m2
221,221_6_37,35,14,44.78571429,3,Plant,0.0625,0.0625,m2
221,221_6_51,19,10,15.8,3,Plant,0.0625,0.0625,m2
221,221_6_53,26,13,25.92307692,3,Plant,0.0625,0.0625,m2
221,221_6_55,17,12,80.83333333,3,Plant,0.0625,0.0625,m2
221,221_6_57,31,14,144.0714286,3,Plant,0.0625,0.0625,m2
221,221_6_71,28,14,79.5,3,Plant,0.0625,0.0625,m2
221,221_6_73,29,14,61.35714286,3,Plant,0.0625,0.0625,m2
221,221_6_75,28,14,38.07142857,3,Plant,0.0625,0.0625,m2
221,221_6_77,28,14,47.35714286,3,Plant,0.0625,0.0625,m2
221,221_7_11,17,5,46.8,3,Plant,0.0625,0.0625,m2
221,221_7_13,22,14,12.92857143,3,Plant,0.0625,0.0625,m2
221,221_7_15,26,14,16.5,3,Plant,0.0625,0.0625,m2
221,221_7_17,28,12,118,3,Plant,0.0625,0.0625,m2
221,221_7_31,28,14,50.92857143,3,Plant,0.0625,0.0625,m2
221,221_7_33,24,11,41.09090909,3,Plant,0.0625,0.0625,m2
221,221_7_35,30,14,58.42857143,3,Plant,0.0625,0.0625,m2
221,221_7_37,17,14,60.28571429,3,Plant,0.0625,0.0625,m2
221,221_7_51,30,14,40.71428571,3,Plant,0.0625,0.0625,m2
221,221_7_53,23,9,20.55555556,3,Plant,0.0625,0.0625,m2
221,221_7_55,19,14,5.142857143,3,Plant,0.0625,0.0625,m2
221,221_7_57,22,14,111.2142857,3,Plant,0.0625,0.0625,m2
221,221_7_71,18,14,6.5,3,Plant,0.0625,0.0625,m2
221,221_7_73,20,13,7.307692308,3,Plant,0.0625,0.0625,m2
221,221_7_75,22,8,103.625,3,Plant,0.0625,0.0625,m2
221,221_7_77,26,12,68.41666667,3,Plant,0.0625,0.0625,m2
221,221_8_11,29,14,111.3571429,3,Plant,0.0625,0.0625,m2
221,221_8_13,34,14,138.4285714,3,Plant,0.0625,0.0625,m2
221,221_8_15,27,14,124.7857143,3,Plant,0.0625,0.0625,m2
221,221_8_17,24,13,101.3846154,3,Plant,0.0625,0.0625,m2
221,221_8_31,26,14,90.21428571,3,Plant,0.0625,0.0625,m2
221,221_8_33,26,14,81.21428571,3,Plant,0.0625,0.0625,m2
221,221_8_35,26,14,126.2857143,3,Plant,0.0625,0.0625,m2
221,221_8_37,24,13,96.84615385,3,Plant,0.0625,0.0625,m2
221,221_8_51,26,14,91.78571429,3,Plant,0.0625,0.0625,m2
221,221_8_53,22,14,74.71428571,3,Plant,0.0625,0.0625,m2
221,221_8_55,18,14,54.64285714,3,Plant,0.0625,0.0625,m2
221,221_8_57,20,13,73.84615385,3,Plant,0.0625,0.0625,m2
221,221_8_71,26,14,119.2142857,3,Plant,0.0625,0.0625,m2
221,221_8_73,23,14,73.14285714,3,Plant,0.0625,0.0625,m2
221,221_8_75,21,13,116.1538462,3,Plant,0.0625,0.0625,m2
221,221_8_77,25,14,59.35714286,3,Plant,0.0625,0.0625,m2
221,221_9_11,31,14,147.7142857,3,Plant,0.0625,0.0625,m2
221,221_9_13,30,14,78.71428571,3,Plant,0.0625,0.0625,m2
221,221_9_15,26,14,136.8571429,3,Plant,0.0625,0.0625,m2
221,221_9_17,27,13,52.69230769,3,Plant,0.0625,0.0625,m2
221,221_9_31,27,14,89.71428571,3,Plant,0.0625,0.0625,m2
221,221_9_33,24,14,37.14285714,3,Plant,0.0625,0.0625,m2
221,221_9_35,20,14,94.64285714,3,Plant,0.0625,0.0625,m2
221,221_9_37,27,14,76.07142857,3,Plant,0.0625,0.0625,m2
221,221_9_51,23,14,101.3571429,3,Plant,0.0625,0.0625,m2
221,221_9_53,26,14,75.35714286,3,Plant,0.0625,0.0625,m2
221,221_9_55,17,14,87.07142857,3,Plant,0.0625,0.0625,m2
221,221_9_57,23,13,113.2307692,3,Plant,0.0625,0.0625,m2
221,221_9_71,17,8,86.5,3,Plant,0.0625,0.0625,m2
221,221_9_73,19,13,15.07692308,3,Plant,0.0625,0.0625,m2
221,221_9_75,20,14,74.5,3,Plant,0.0625,0.0625,m2
221,221_9_77,21,12,94.91666667,3,Plant,0.0625,0.0625,m2
222,SagebrushSteppe,18,17,3.346761845,1,Plant,22,1,m2
222,SagebrushSteppe_Q1,11,21,0.173828552,2,Plant,1,1,m2
222,SagebrushSteppe_Q10,10,24,0.072743405,2,Plant,1,1,m2
222,SagebrushSteppe_Q11,11,22,0.093078265,2,Plant,1,1,m2
222,SagebrushSteppe_Q12,10,23,0.085092923,2,Plant,1,1,m2
222,SagebrushSteppe_Q13,11,22,0.120656736,2,Plant,1,1,m2
222,SagebrushSteppe_Q14,11,22,0.088063777,2,Plant,1,1,m2
222,SagebrushSteppe_Q19,12,27,0.083594848,2,Plant,1,1,m2
222,SagebrushSteppe_Q2,10,21,0.067601113,2,Plant,1,1,m2
222,SagebrushSteppe_Q20,14,28,0.200400308,2,Plant,1,1,m2
222,SagebrushSteppe_Q21,10,24,0.188694364,2,Plant,1,1,m2
222,SagebrushSteppe_Q22,16,24,0.297926346,2,Plant,1,1,m2
222,SagebrushSteppe_Q23,12,22,0.144670653,2,Plant,1,1,m2
222,SagebrushSteppe_Q24,13,22,0.116231131,2,Plant,1,1,m2
222,SagebrushSteppe_Q25,12,21,0.385474814,2,Plant,1,1,m2
222,SagebrushSteppe_Q26,10,21,0.189803428,2,Plant,1,1,m2
222,SagebrushSteppe_Q3,10,21,0.141456615,2,Plant,1,1,m2
222,SagebrushSteppe_Q4,13,21,0.075756866,2,Plant,1,1,m2
222,SagebrushSteppe_Q5,10,21,0.095892831,2,Plant,1,1,m2
222,SagebrushSteppe_Q7,11,27,0.160522125,2,Plant,1,1,m2
222,SagebrushSteppe_Q8,15,28,0.252374961,2,Plant,1,1,m2
222,SagebrushSteppe_Q9,14,24,0.123386214,2,Plant,1,1,m2
223,maxgrain,93,9,13131.51111,1,Plant,18432,1,m2
223,maxgrain_C,60,6,7644.1,2,Plant,9216,1,m2
223,maxgrain_G,89,10,7584.79,2,Plant,9216,1,m2
223,maxgrain_C_1,52,11,1369.227273,3,Plant,1296,1,m2
223,maxgrain_C_2,38,9,988.2777778,3,Plant,1296,1,m2
223,maxgrain_C_3,58,12,2173,3,Plant,1296,1,m2
223,maxgrain_C_4,44,9,1255.844444,3,Plant,1296,1,m2
223,maxgrain_G_2,64,14,1774.114286,3,Plant,1296,1,m2
223,maxgrain_G_3,56,13,1379.453846,3,Plant,1296,1,m2
223,maxgrain_G_4,55,11,1788.963636,3,Plant,1296,1,m2
223,maxgrain_C_1_1,29,7,1293.128571,4,Plant,1,1,m2
223,maxgrain_C_1_3,27,7,776.8285714,4,Plant,1,1,m2
223,maxgrain_C_1_4,36,8,570.8375,4,Plant,1,1,m2
223,maxgrain_C_2_1,15,4,574.425,4,Plant,1,1,m2
223,maxgrain_C_2_2,20,8,876,4,Plant,1,1,m2
223,maxgrain_C_2_3,18,3,466.2666667,4,Plant,1,1,m2
223,maxgrain_C_3_2,48,9,1354.011111,4,Plant,1,1,m2
223,maxgrain_C_3_3,39,8,986.5625,4,Plant,1,1,m2
223,maxgrain_C_3_4,24,6,1053.733333,4,Plant,1,1,m2
223,maxgrain_C_4_1,26,6,741.05,4,Plant,1,1,m2
223,maxgrain_C_4_2,18,3,752.5666667,4,Plant,1,1,m2
223,maxgrain_C_4_3,29,3,979.4666667,4,Plant,1,1,m2
223,maxgrain_G_1_2,58,12,2452.429167,4,Plant,1,1,m2
223,maxgrain_G_2_1,30,3,951.1,4,Plant,1,1,m2
223,maxgrain_G_2_3,44,8,1112.1375,4,Plant,1,1,m2
223,maxgrain_G_2_4,49,10,1254.8,4,Plant,1,1,m2
223,maxgrain_G_3_2,46,7,1079.3,4,Plant,1,1,m2
223,maxgrain_G_3_3,54,11,1149.381818,4,Plant,1,1,m2
223,maxgrain_G_3_4,47,10,965.47,4,Plant,1,1,m2
223,maxgrain_G_4_1,54,10,1235.2,4,Plant,1,1,m2
223,maxgrain_G_4_2,50,12,1311.258333,4,Plant,1,1,m2
223,maxgrain_G_4_3,37,6,1080.783333,4,Plant,1,1,m2
225,maxgrain,318,12,3313.833333,1,Plant,100,100,m2
231,maxgrain,15,32,319.0625,1,Mammal,840000,60000,m2
231,maxgrain_001D-E,10,33,14.81818182,2,Mammal,60000,60000,m2
231,maxgrain_001D-W,10,33,11.78787879,2,Mammal,60000,60000,m2
231,maxgrain_004B-E,11,33,20.57575758,2,Mammal,60000,60000,m2
231,maxgrain_004B-W,15,33,25.93939394,2,Mammal,60000,60000,m2
231,maxgrain_004F-E,10,32,18.75,2,Mammal,60000,60000,m2
231,maxgrain_004F-W,11,33,22.03030303,2,Mammal,60000,60000,m2
231,maxgrain_020B-E,11,33,32.93939394,2,Mammal,60000,60000,m2
231,maxgrain_020B-W,10,33,34.36363636,2,Mammal,60000,60000,m2
231,maxgrain_N01B-E,12,33,29.24242424,2,Mammal,60000,60000,m2
231,maxgrain_N01B-W,12,33,25.63636364,2,Mammal,60000,60000,m2
231,maxgrain_N04D-E,10,33,18.75757576,2,Mammal,60000,60000,m2
231,maxgrain_N04D-W,12,33,24.42424242,2,Mammal,60000,60000,m2
231,maxgrain_N20B-N,12,32,20.4375,2,Mammal,60000,60000,m2
231,maxgrain_N20B-S,10,32,17.90625,2,Mammal,60000,60000,m2
232,maxgrain,24,16,1212.25,1,Mammal,188496,31416,m2
232,maxgrain_5pgrass,18,24,192.25,2,Mammal,31416,31416,m2
232,maxgrain_5plarrea,19,25,360.2,2,Mammal,31416,31416,m2
232,maxgrain_goatdraw,14,14,126,2,Mammal,31416,31416,m2
232,maxgrain_rsgrass,18,10,397.6,2,Mammal,31416,31416,m2
232,maxgrain_rslarrea,21,20,339.2,2,Mammal,31416,31416,m2
232,maxgrain_two22,19,10,218.7,2,Mammal,31416,31416,m2
237,BFJNP,12,13,20931.84615,1,Mammal,22500,5625,m2
237,BFJNP_1,10,12,1706.75,2,Mammal,5625,5625,m2
237,BFJNP_10,10,11,1926.363636,2,Mammal,5625,5625,m2
237,BFJNP_12,9,9,1784.555556,2,Mammal,5625,5625,m2
237,BFJNP_14,11,12,1642.75,2,Mammal,5625,5625,m2
241,maxgrain,97,19,6851.578947,1,Benthos,7,1,m2
241,maxgrain_1,80,23,1964.565217,2,Benthos,1,1,m2
241,maxgrain_2,83,22,2713.863636,2,Benthos,1,1,m2
241,maxgrain_3,73,21,2427.619048,2,Benthos,1,1,m2
241,maxgrain_4,101,25,2787,2,Benthos,1,1,m2
241,maxgrain_5,90,23,2254.130435,2,Benthos,1,1,m2
241,maxgrain_6,91,21,2612.619048,2,Benthos,1,1,m2
241,maxgrain_7,30,8,1624.375,2,Benthos,1,1,m2
242,maxgrain,31,17,571.1176471,1,Fish,3500,100,m2
242,maxgrain_1,26,23,116,2,Fish,500,100,m2
242,maxgrain_2,22,22,45.27272727,2,Fish,500,100,m2
242,maxgrain_3,24,22,40.45454545,2,Fish,500,100,m2
242,maxgrain_4,28,24,224.4166667,2,Fish,500,100,m2
242,maxgrain_5,24,22,245.3636364,2,Fish,500,100,m2
242,maxgrain_6,23,21,121.7619048,2,Fish,500,100,m2
242,maxgrain_7,10,7,7.857142857,2,Fish,500,100,m2
242,maxgrain_1_1,19,23,33.34782609,3,Fish,100,100,m2
242,maxgrain_1_2,15,23,22.82608696,3,Fish,100,100,m2
242,maxgrain_1_3,16,23,20.08695652,3,Fish,100,100,m2
242,maxgrain_1_4,19,23,26.69565217,3,Fish,100,100,m2
242,maxgrain_1_5,14,22,14.27272727,3,Fish,100,100,m2
242,maxgrain_2_1,20,21,12.23809524,3,Fish,100,100,m2
242,maxgrain_2_2,13,22,9.272727273,3,Fish,100,100,m2
242,maxgrain_2_3,17,21,9.142857143,3,Fish,100,100,m2
242,maxgrain_2_4,15,22,10.22727273,3,Fish,100,100,m2
242,maxgrain_2_5,14,21,7.285714286,3,Fish,100,100,m2
242,maxgrain_3_1,16,21,22.85714286,3,Fish,100,100,m2
242,maxgrain_3_2,17,22,6.181818182,3,Fish,100,100,m2
242,maxgrain_3_3,17,19,8.894736842,3,Fish,100,100,m2
242,maxgrain_3_4,13,19,10.26315789,3,Fish,100,100,m2
242,maxgrain_3_5,13,21,8.476190476,3,Fish,100,100,m2
242,maxgrain_4_1,23,24,52.20833333,3,Fish,100,100,m2
242,maxgrain_4_2,21,24,42.25,3,Fish,100,100,m2
242,maxgrain_4_3,17,24,45.25,3,Fish,100,100,m2
242,maxgrain_4_4,19,24,47.41666667,3,Fish,100,100,m2
242,maxgrain_4_5,18,23,49.47826087,3,Fish,100,100,m2
242,maxgrain_5_1,18,22,51.77272727,3,Fish,100,100,m2
242,maxgrain_5_2,17,22,45.90909091,3,Fish,100,100,m2
242,maxgrain_5_3,19,22,53.40909091,3,Fish,100,100,m2
242,maxgrain_5_4,19,22,50.63636364,3,Fish,100,100,m2
242,maxgrain_5_5,20,21,59.19047619,3,Fish,100,100,m2
242,maxgrain_6_1,16,21,18.33333333,3,Fish,100,100,m2
242,maxgrain_6_2,16,22,22.68181818,3,Fish,100,100,m2
242,maxgrain_6_3,16,22,24.31818182,3,Fish,100,100,m2
242,maxgrain_6_4,18,22,28.13636364,3,Fish,100,100,m2
242,maxgrain_6_5,17,20,35.15,3,Fish,100,100,m2
242,maxgrain_7_1,5,6,1.833333333,3,Fish,100,100,m2
242,maxgrain_7_2,6,5,3.2,3,Fish,100,100,m2
242,maxgrain_7_3,5,4,2,3,Fish,100,100,m2
242,maxgrain_7_4,6,6,2.166666667,3,Fish,100,100,m2
242,maxgrain_7_5,4,4,1.75,3,Fish,100,100,m2
243,maxgrain,27,17,3360.588235,1,Fish,1750,250,m2
243,maxgrain_1,24,23,794.8695652,2,Fish,250,250,m2
243,maxgrain_2,26,22,823.7727273,2,Fish,250,250,m2
243,maxgrain_3,25,22,919.2727273,2,Fish,250,250,m2
243,maxgrain_4,28,24,1737.625,2,Fish,250,250,m2
243,maxgrain_5,26,23,1882.130435,2,Fish,250,250,m2
243,maxgrain_6,24,21,926.2380952,2,Fish,250,250,m2
243,maxgrain_7,7,6,128.3333333,2,Fish,250,250,m2
248,maxgrain,55,8,791.5625,1,Fish,,80,m2
248,maxgrain_ABUR,14,2,45.5,2,Fish,,80,m2
248,maxgrain_AHND,31,10,74.5,2,Fish,,80,m2
248,maxgrain_AQUE,22,3,59,2,Fish,,80,m2
248,maxgrain_BULL,23,12,21.75,2,Fish,,80,m2
248,maxgrain_CARP,26,13,23.53846154,2,Fish,,80,m2
248,maxgrain_GOLB,25,12,26.08333333,2,Fish,,80,m2
248,maxgrain_IVEE,25,12,28.08333333,2,Fish,,80,m2
248,maxgrain_MOHK,23,4,76.5,2,Fish,,80,m2
248,maxgrain_NAPL,33,12,97.66666667,2,Fish,,80,m2
248,maxgrain_SCDI,32,9,172,2,Fish,,80,m2
248,maxgrain_SCTW,30,8,207.875,2,Fish,,80,m2
248,maxgrain_ABUR_1,15,8,16.125,3,Fish,,80,m2
248,maxgrain_ABUR_2,15,10,7.4,3,Fish,,80,m2
248,maxgrain_AHND_1,20,10,31.6,3,Fish,,80,m2
248,maxgrain_AHND_2,26,12,42.91666667,3,Fish,,80,m2
248,maxgrain_AQUE_1,14,8,11,3,Fish,,80,m2
248,maxgrain_AQUE_2,25,11,30,3,Fish,,80,m2
248,maxgrain_AQUE_3,22,12,31.58333333,3,Fish,,80,m2
248,maxgrain_AQUE_4,31,12,31.33333333,3,Fish,,80,m2
248,maxgrain_AQUE_5,26,12,35.75,3,Fish,,80,m2
248,maxgrain_AQUE_6,28,11,27.72727273,3,Fish,,80,m2
248,maxgrain_BULL_1,21,12,9.416666667,3,Fish,,80,m2
248,maxgrain_BULL_3,22,11,11.54545455,3,Fish,,80,m2
248,maxgrain_BULL_6,19,12,11.33333333,3,Fish,,80,m2
248,maxgrain_CARP_1,21,13,24.53846154,3,Fish,,80,m2
248,maxgrain_CARP_2,20,11,13.81818182,3,Fish,,80,m2
248,maxgrain_CARP_3,22,11,11.09090909,3,Fish,,80,m2
248,maxgrain_CARP_4,20,11,8.454545455,3,Fish,,80,m2
248,maxgrain_CARP_5,15,12,7.333333333,3,Fish,,80,m2
248,maxgrain_CARP_6,12,12,5.416666667,3,Fish,,80,m2
248,maxgrain_CARP_7,16,12,13.58333333,3,Fish,,80,m2
248,maxgrain_CARP_8,18,11,13,3,Fish,,80,m2
248,maxgrain_GOLB_1,21,11,11.81818182,3,Fish,,80,m2
248,maxgrain_GOLB_2,16,12,15.25,3,Fish,,80,m2
248,maxgrain_IVEE_1,17,12,15.75,3,Fish,,80,m2
248,maxgrain_IVEE_2,22,12,15.58333333,3,Fish,,80,m2
248,maxgrain_MOHK_1,21,12,36.75,3,Fish,,80,m2
248,maxgrain_MOHK_2,27,12,26.41666667,3,Fish,,80,m2
248,maxgrain_NAPL_1,23,13,55.23076923,3,Fish,,80,m2
248,maxgrain_NAPL_2,22,13,45.69230769,3,Fish,,80,m2
248,maxgrain_NAPL_3,21,13,40.30769231,3,Fish,,80,m2
248,maxgrain_NAPL_4,21,13,21.76923077,3,Fish,,80,m2
248,maxgrain_NAPL_5,21,13,78.61538462,3,Fish,,80,m2
248,maxgrain_NAPL_6,33,13,85.92307692,3,Fish,,80,m2
248,maxgrain_NAPL_7,29,13,45.92307692,3,Fish,,80,m2
248,maxgrain_NAPL_8,28,13,61.23076923,3,Fish,,80,m2
248,maxgrain_SCDI_2,30,9,86.77777778,3,Fish,,80,m2
248,maxgrain_SCDI_3,26,9,90.88888889,3,Fish,,80,m2
248,maxgrain_SCTW_2,27,9,56,3,Fish,,80,m2
248,maxgrain_SCTW_3,27,9,147.1111111,3,Fish,,80,m2
252,maxgrain,299,9,2035.222222,1,Invertebrate,1080,10,m2
252,maxgrain_C,171,9,626.7777778,2,Invertebrate,360,10,m2
252,maxgrain_G,199,9,826.5555556,2,Invertebrate,360,10,m2
252,maxgrain_P,150,6,819.8333333,2,Invertebrate,360,10,m2
252,maxgrain_C_A,71,6,136,3,Invertebrate,60,10,m2
252,maxgrain_C_B,101,8,167.75,3,Invertebrate,60,10,m2
252,maxgrain_C_C,91,8,138,3,Invertebrate,60,10,m2
252,maxgrain_C_D,93,6,158.3333333,3,Invertebrate,60,10,m2
252,maxgrain_C_E,122,9,205,3,Invertebrate,60,10,m2
252,maxgrain_G_A,122,9,157.4444444,3,Invertebrate,60,10,m2
252,maxgrain_G_B,105,8,192.5,3,Invertebrate,60,10,m2
252,maxgrain_G_C,113,9,253.1111111,3,Invertebrate,60,10,m2
252,maxgrain_G_D,111,8,257,3,Invertebrate,60,10,m2
252,maxgrain_G_E,107,8,201.375,3,Invertebrate,60,10,m2
252,maxgrain_P_B,83,6,136.1666667,3,Invertebrate,60,10,m2
252,maxgrain_P_C,99,6,206.8333333,3,Invertebrate,60,10,m2
252,maxgrain_P_D,100,6,239,3,Invertebrate,60,10,m2
252,maxgrain_C_A_1,58,8,52.125,4,Invertebrate,10,10,m2
252,maxgrain_C_A_3,49,7,50,4,Invertebrate,10,10,m2
