datasetID,site,spRich,nTime,meanAbundance,scale,area,RSG,unit
208,1_SF_3,11,10,10,3,210,1,m2
208,1_SF_4,11,10,8.9,3,210,1,m2
208,1_SF_5,11,13,12.92307692,3,210,1,m2
208,1_T1_1,12,13,12.38461538,3,210,1,m2
208,1_T1_2,13,18,11.61111111,3,210,1,m2
208,1_T1_3,11,15,12.33333333,3,210,1,m2
208,1_T1_4,10,15,13.8,3,210,1,m2
208,1_T1_5,11,16,15.5625,3,210,1,m2
208,1_T2_1,13,15,17.8,3,210,1,m2
208,1_T2_2,14,15,14.8,3,210,1,m2
208,1_T2_3,10,14,18.64285714,3,210,1,m2
208,1_T2_4,13,12,19,3,210,1,m2
208,1_T2_5,11,14,17.57142857,3,210,1,m2
208,1_T3_1,14,14,16.21428571,3,210,1,m2
208,1_T3_2,14,12,17.5,3,210,1,m2
208,1_T3_3,14,13,17.84615385,3,210,1,m2
208,1_T3_4,13,15,17.2,3,210,1,m2
208,1_T3_5,13,13,16.46153846,3,210,1,m2
208,1_T4_1,15,14,17.71428571,3,210,1,m2
208,1_T4_2,14,13,13.53846154,3,210,1,m2
208,1_T4_3,12,12,15.75,3,210,1,m2
208,1_T4_4,13,11,19,3,210,1,m2
208,1_T4_5,12,11,15.81818182,3,210,1,m2
208,1_T5_1,14,21,11.19047619,3,210,1,m2
208,1_T5_2,13,19,10.63157895,3,210,1,m2
208,1_T5_3,14,20,9.6,3,210,1,m2
208,1_T5_4,15,20,9.95,3,210,1,m2
208,1_T5_5,13,18,12.16666667,3,210,1,m2
208,1_T6_1,14,15,15.6,3,210,1,m2
208,1_T6_2,11,16,15,3,210,1,m2
208,1_T6_3,9,15,18.73333333,3,210,1,m2
208,1_T6_4,13,17,19.58823529,3,210,1,m2
208,1_T6_5,11,16,16.6875,3,210,1,m2
208,1_T7_1,15,17,10.82352941,3,210,1,m2
208,1_T7_2,12,20,11.25,3,210,1,m2
208,1_T7_3,15,18,10.55555556,3,210,1,m2
208,1_T7_4,13,18,11.88888889,3,210,1,m2
208,1_T7_5,16,17,12.76470588,3,210,1,m2
208,2_CF_1,12,13,12.30769231,3,210,1,m2
208,2_CF_2,5,10,9.1,3,210,1,m2
208,2_CF_3,9,12,12.16666667,3,210,1,m2
208,2_CF_4,10,13,15,3,210,1,m2
208,2_DF_2,11,9,13.33333333,3,210,1,m2
208,2_DF_3,8,7,13.71428571,3,210,1,m2
208,2_DF_4,10,10,18.2,3,210,1,m2
208,2_SF_1,10,11,17.45454545,3,210,1,m2
208,2_SF_3,9,8,16.625,3,210,1,m2
208,2_T1_1,11,15,15.93333333,3,210,1,m2
208,2_T1_2,12,14,17.14285714,3,210,1,m2
208,2_T1_3,13,19,12.68421053,3,210,1,m2
208,2_T1_4,15,20,13.75,3,210,1,m2
208,2_T1_5,14,17,16.11764706,3,210,1,m2
208,2_T2_1,11,14,16.35714286,3,210,1,m2
208,2_T2_2,9,13,15.07692308,3,210,1,m2
208,2_T2_3,10,14,17.07142857,3,210,1,m2
208,2_T2_4,12,15,15.4,3,210,1,m2
208,2_T2_5,11,14,14,3,210,1,m2
208,2_T3_1,12,11,12.81818182,3,210,1,m2
208,2_T3_2,12,13,15.61538462,3,210,1,m2
208,2_T3_3,10,14,13.21428571,3,210,1,m2
208,2_T3_4,13,14,14.92857143,3,210,1,m2
208,2_T3_5,12,11,18.81818182,3,210,1,m2
208,2_T4_1,11,11,13.36363636,3,210,1,m2
208,2_T4_2,11,12,12.33333333,3,210,1,m2
208,2_T4_3,11,9,13.77777778,3,210,1,m2
208,2_T4_4,11,12,14.91666667,3,210,1,m2
208,2_T4_5,14,12,18.91666667,3,210,1,m2
208,2_T5_1,12,20,11.25,3,210,1,m2
208,2_T5_2,11,17,11.94117647,3,210,1,m2
208,2_T5_3,9,20,10.55,3,210,1,m2
208,2_T5_4,11,18,10.94444444,3,210,1,m2
208,2_T5_5,13,22,12.04545455,3,210,1,m2
208,2_T6_1,12,15,16.93333333,3,210,1,m2
208,2_T6_2,12,14,15.85714286,3,210,1,m2
208,2_T6_3,11,17,16.23529412,3,210,1,m2
208,2_T6_4,11,13,15.61538462,3,210,1,m2
208,2_T6_5,13,14,18.42857143,3,210,1,m2
208,2_T7_1,15,16,9.9375,3,210,1,m2
208,2_T7_2,14,16,11.5625,3,210,1,m2
208,2_T7_3,15,21,11.04761905,3,210,1,m2
208,2_T7_4,13,20,11.95,3,210,1,m2
208,2_T7_5,14,22,13.22727273,3,210,1,m2
208,3_DF_1,8,7,9.714285714,3,210,1,m2
208,3_DF_3,6,10,12.7,3,210,1,m2
208,3_DF_5,7,8,12,3,210,1,m2
208,3_SF_1,10,8,11.625,3,210,1,m2
208,3_SF_2,9,9,12.33333333,3,210,1,m2
208,3_SF_3,7,11,13.54545455,3,210,1,m2
208,3_SF_5,8,10,11,3,210,1,m2
208,3_T1_1,14,13,12.76923077,3,210,1,m2
208,3_T1_2,14,16,15.25,3,210,1,m2
208,3_T1_3,12,14,16.85714286,3,210,1,m2
208,3_T1_4,16,16,16.625,3,210,1,m2
208,3_T1_5,12,19,17.94736842,3,210,1,m2
208,3_T2_1,12,17,13.23529412,3,210,1,m2
208,3_T2_2,11,16,14.25,3,210,1,m2
208,3_T2_3,12,15,15.66666667,3,210,1,m2
208,3_T2_4,11,14,16.92857143,3,210,1,m2
208,3_T2_5,14,15,15.06666667,3,210,1,m2
208,3_T3_1,15,13,19.15384615,3,210,1,m2
208,3_T3_2,13,13,15.84615385,3,210,1,m2
208,3_T3_3,14,16,18.6875,3,210,1,m2
208,3_T3_4,12,13,20.69230769,3,210,1,m2
208,3_T3_5,14,14,15.57142857,3,210,1,m2
208,3_T4_1,11,11,13.18181818,3,210,1,m2
208,3_T4_2,13,12,15.08333333,3,210,1,m2
208,3_T4_3,13,12,15.16666667,3,210,1,m2
208,3_T4_4,10,10,17.5,3,210,1,m2
208,3_T4_5,13,12,12.66666667,3,210,1,m2
208,3_T5_1,12,15,8.866666667,3,210,1,m2
208,3_T5_2,12,15,10.73333333,3,210,1,m2
208,3_T5_3,13,21,9.428571429,3,210,1,m2
208,3_T5_4,11,18,11.11111111,3,210,1,m2
208,3_T5_5,14,20,12.15,3,210,1,m2
208,3_T6_1,12,16,16.875,3,210,1,m2
208,3_T6_2,13,15,17.86666667,3,210,1,m2
208,3_T6_3,10,13,19,3,210,1,m2
208,3_T6_4,13,18,18.5,3,210,1,m2
208,3_T6_5,10,16,14.375,3,210,1,m2
208,3_T7_1,14,23,13.91304348,3,210,1,m2
208,3_T7_2,14,22,14.40909091,3,210,1,m2
208,3_T7_3,15,21,14.52380952,3,210,1,m2
208,3_T7_4,14,21,12.71428571,3,210,1,m2
208,3_T7_5,15,20,13,3,210,1,m2
208,4_T1_1,11,18,15.55555556,3,210,1,m2
208,4_T1_2,13,16,16.1875,3,210,1,m2
208,4_T1_3,12,19,10.63157895,3,210,1,m2
208,4_T1_4,11,14,17.42857143,3,210,1,m2
208,4_T1_5,12,14,13.42857143,3,210,1,m2
208,4_T2_1,14,14,15.78571429,3,210,1,m2
208,4_T2_2,11,12,17.66666667,3,210,1,m2
208,4_T2_3,13,14,15.42857143,3,210,1,m2
208,4_T2_4,11,15,14.33333333,3,210,1,m2
208,4_T2_5,12,16,15.125,3,210,1,m2
208,4_T3_1,12,11,19.27272727,3,210,1,m2
208,4_T3_2,12,14,15.71428571,3,210,1,m2
208,4_T3_3,10,12,14.58333333,3,210,1,m2
208,4_T3_4,11,15,17.66666667,3,210,1,m2
208,4_T3_5,9,14,17.35714286,3,210,1,m2
208,4_T4_1,13,12,15.83333333,3,210,1,m2
208,4_T4_2,13,14,16.21428571,3,210,1,m2
208,4_T4_3,16,15,15.6,3,210,1,m2
208,4_T4_4,12,13,16.30769231,3,210,1,m2
208,4_T4_5,15,13,18.07692308,3,210,1,m2
208,4_T5_1,16,15,11.46666667,3,210,1,m2
208,4_T5_2,14,18,10.5,3,210,1,m2
208,4_T5_3,12,16,9.25,3,210,1,m2
208,4_T5_4,14,18,10.38888889,3,210,1,m2
208,4_T5_5,14,16,11.625,3,210,1,m2
208,4_T6_1,10,12,15.91666667,3,210,1,m2
208,4_T6_2,12,16,15.6875,3,210,1,m2
208,4_T6_3,11,17,17.41176471,3,210,1,m2
208,4_T6_4,12,15,16.66666667,3,210,1,m2
208,4_T6_5,12,14,15.07142857,3,210,1,m2
208,4_T7_1,15,23,12.26086957,3,210,1,m2
208,4_T7_2,15,23,11.73913043,3,210,1,m2
208,4_T7_3,14,21,10.57142857,3,210,1,m2
208,4_T7_4,13,20,13,3,210,1,m2
208,4_T7_5,16,19,13.15789474,3,210,1,m2
208,5_T1_1,13,17,14.41176471,3,210,1,m2
208,5_T1_2,13,19,13.31578947,3,210,1,m2
208,5_T1_3,11,12,15,3,210,1,m2
208,5_T1_4,13,13,16,3,210,1,m2
208,5_T1_5,11,15,17.66666667,3,210,1,m2
208,5_T2_1,12,15,13.13333333,3,210,1,m2
208,5_T2_2,13,16,15.1875,3,210,1,m2
208,5_T2_3,11,13,16.69230769,3,210,1,m2
208,5_T2_4,10,15,15.4,3,210,1,m2
208,5_T2_5,11,14,15.85714286,3,210,1,m2
208,5_T3_1,9,13,14.23076923,3,210,1,m2
208,5_T3_2,14,13,16.76923077,3,210,1,m2
208,5_T3_3,14,10,15.4,3,210,1,m2
208,5_T3_4,13,12,17.08333333,3,210,1,m2
208,5_T3_5,9,11,16,3,210,1,m2
208,5_T4_1,13,12,14.83333333,3,210,1,m2
208,5_T4_2,12,10,15.4,3,210,1,m2
208,5_T4_3,13,11,14.45454545,3,210,1,m2
208,5_T4_4,10,8,15,3,210,1,m2
208,5_T4_5,11,8,15.5,3,210,1,m2
208,5_T5_1,11,16,8.8125,3,210,1,m2
208,5_T5_2,14,19,11.15789474,3,210,1,m2
208,5_T5_3,15,19,10.63157895,3,210,1,m2
208,5_T5_4,13,14,12.28571429,3,210,1,m2
208,5_T5_5,11,15,11.73333333,3,210,1,m2
208,5_T6_1,11,13,18.61538462,3,210,1,m2
208,5_T6_2,9,14,15.14285714,3,210,1,m2
208,5_T6_3,12,15,19.73333333,3,210,1,m2
208,5_T6_4,11,15,13.2,3,210,1,m2
208,5_T6_5,11,14,16.57142857,3,210,1,m2
208,5_T7_1,16,21,14.71428571,3,210,1,m2
208,5_T7_2,15,21,14.9047619,3,210,1,m2
208,5_T7_3,14,22,13,3,210,1,m2
208,5_T7_4,16,22,13.22727273,3,210,1,m2
208,5_T7_5,15,20,13,3,210,1,m2
208,6_T1_1,11,16,11.0625,3,210,1,m2
208,6_T1_2,13,19,13.15789474,3,210,1,m2
208,6_T1_3,13,15,14.26666667,3,210,1,m2
208,6_T1_4,12,17,12.52941176,3,210,1,m2
208,6_T1_5,13,16,12.4375,3,210,1,m2
208,6_T2_1,11,17,16.70588235,3,210,1,m2
208,6_T2_2,11,15,17.93333333,3,210,1,m2
208,6_T2_3,12,17,16.17647059,3,210,1,m2
208,6_T2_4,11,16,15.875,3,210,1,m2
208,6_T2_5,11,13,18.53846154,3,210,1,m2
208,6_T3_1,12,12,14.16666667,3,210,1,m2
208,6_T3_2,13,12,19.16666667,3,210,1,m2
208,6_T3_3,12,10,18.6,3,210,1,m2
208,6_T3_4,12,14,14.35714286,3,210,1,m2
208,6_T3_5,10,12,14.25,3,210,1,m2
208,6_T4_1,12,12,15.66666667,3,210,1,m2
208,6_T4_2,12,11,13.90909091,3,210,1,m2
208,6_T4_3,12,12,15.66666667,3,210,1,m2
208,6_T4_4,10,11,11.09090909,3,210,1,m2
208,6_T4_5,12,12,12.33333333,3,210,1,m2
208,6_T5_1,11,16,11.25,3,210,1,m2
208,6_T5_2,11,16,9.875,3,210,1,m2
208,6_T5_3,11,11,9.727272727,3,210,1,m2
208,6_T5_4,12,14,10.57142857,3,210,1,m2
208,6_T5_5,13,17,10.64705882,3,210,1,m2
208,6_T6_1,10,10,12.6,3,210,1,m2
208,6_T6_2,14,16,11.875,3,210,1,m2
208,6_T6_3,10,12,16.16666667,3,210,1,m2
208,6_T6_4,9,13,16.30769231,3,210,1,m2
208,6_T6_5,9,12,14.33333333,3,210,1,m2
208,6_T7_1,12,21,12.33333333,3,210,1,m2
208,6_T7_2,15,22,11.68181818,3,210,1,m2
208,6_T7_3,13,22,10.90909091,3,210,1,m2
208,6_T7_4,13,17,10.17647059,3,210,1,m2
208,6_T7_5,14,20,13.35,3,210,1,m2
208,maxgrain_1_CF_1,11,11,12.36363636,4,1260,1,m2
208,maxgrain_1_CF_2,9,8,13.25,4,1260,1,m2
208,maxgrain_1_CF_3,8,6,15.33333333,4,1260,1,m2
208,maxgrain_1_CF_5,11,9,11.33333333,4,1260,1,m2
208,maxgrain_1_DF_1,9,8,10.5,4,1260,1,m2
208,maxgrain_1_DF_4,7,10,12.1,4,1260,1,m2
208,maxgrain_1_SF_1,9,10,10.4,4,1260,1,m2
208,maxgrain_1_SF_2,12,11,13.63636364,4,1260,1,m2
208,maxgrain_1_SF_3,11,10,10,4,1260,1,m2
208,maxgrain_1_SF_4,11,10,8.9,4,1260,1,m2
208,maxgrain_1_SF_5,11,13,12.92307692,4,1260,1,m2
208,maxgrain_1_T1_1,12,13,12.38461538,4,1260,1,m2
208,maxgrain_1_T1_2,13,18,11.61111111,4,1260,1,m2
208,maxgrain_1_T1_3,11,15,12.33333333,4,1260,1,m2
208,maxgrain_1_T1_4,10,15,13.8,4,1260,1,m2
208,maxgrain_1_T1_5,11,16,15.5625,4,1260,1,m2
208,maxgrain_1_T2_1,13,15,17.8,4,1260,1,m2
208,maxgrain_1_T2_2,14,15,14.8,4,1260,1,m2
208,maxgrain_1_T2_3,10,14,18.64285714,4,1260,1,m2
208,maxgrain_1_T2_4,13,12,19,4,1260,1,m2
208,maxgrain_1_T2_5,11,14,17.57142857,4,1260,1,m2
208,maxgrain_1_T3_1,14,14,16.21428571,4,1260,1,m2
208,maxgrain_1_T3_2,14,12,17.5,4,1260,1,m2
208,maxgrain_1_T3_3,14,13,17.84615385,4,1260,1,m2
208,maxgrain_1_T3_4,13,15,17.2,4,1260,1,m2
208,maxgrain_1_T3_5,13,13,16.46153846,4,1260,1,m2
208,maxgrain_1_T4_1,15,14,17.71428571,4,1260,1,m2
208,maxgrain_1_T4_2,14,13,13.53846154,4,1260,1,m2
208,maxgrain_1_T4_3,12,12,15.75,4,1260,1,m2
208,maxgrain_1_T4_4,13,11,19,4,1260,1,m2
208,maxgrain_1_T4_5,12,11,15.81818182,4,1260,1,m2
208,maxgrain_1_T5_1,14,21,11.19047619,4,1260,1,m2
208,maxgrain_1_T5_2,13,19,10.63157895,4,1260,1,m2
208,maxgrain_1_T5_3,14,20,9.6,4,1260,1,m2
208,maxgrain_1_T5_4,15,20,9.95,4,1260,1,m2
208,maxgrain_1_T5_5,13,18,12.16666667,4,1260,1,m2
208,maxgrain_1_T6_1,14,15,15.6,4,1260,1,m2
208,maxgrain_1_T6_2,11,16,15,4,1260,1,m2
208,maxgrain_1_T6_3,9,15,18.73333333,4,1260,1,m2
208,maxgrain_1_T6_4,13,17,19.58823529,4,1260,1,m2
208,maxgrain_1_T6_5,11,16,16.6875,4,1260,1,m2
208,maxgrain_1_T7_1,15,17,10.82352941,4,1260,1,m2
208,maxgrain_1_T7_2,12,20,11.25,4,1260,1,m2
208,maxgrain_1_T7_3,15,18,10.55555556,4,1260,1,m2
208,maxgrain_1_T7_4,13,18,11.88888889,4,1260,1,m2
208,maxgrain_1_T7_5,16,17,12.76470588,4,1260,1,m2
208,maxgrain_2_CF_1,12,13,12.30769231,4,1260,1,m2
208,maxgrain_2_CF_2,5,10,9.1,4,1260,1,m2
208,maxgrain_2_CF_3,9,12,12.16666667,4,1260,1,m2
208,maxgrain_2_CF_4,10,13,15,4,1260,1,m2
208,maxgrain_2_DF_2,11,9,13.33333333,4,1260,1,m2
208,maxgrain_2_DF_3,8,7,13.71428571,4,1260,1,m2
208,maxgrain_2_DF_4,10,10,18.2,4,1260,1,m2
208,maxgrain_2_SF_1,10,11,17.45454545,4,1260,1,m2
208,maxgrain_2_SF_3,9,8,16.625,4,1260,1,m2
208,maxgrain_2_T1_1,11,15,15.93333333,4,1260,1,m2
208,maxgrain_2_T1_2,12,14,17.14285714,4,1260,1,m2
208,maxgrain_2_T1_3,13,19,12.68421053,4,1260,1,m2
208,maxgrain_2_T1_4,15,20,13.75,4,1260,1,m2
208,maxgrain_2_T1_5,14,17,16.11764706,4,1260,1,m2
208,maxgrain_2_T2_1,11,14,16.35714286,4,1260,1,m2
208,maxgrain_2_T2_2,9,13,15.07692308,4,1260,1,m2
208,maxgrain_2_T2_3,10,14,17.07142857,4,1260,1,m2
208,maxgrain_2_T2_4,12,15,15.4,4,1260,1,m2
208,maxgrain_2_T2_5,11,14,14,4,1260,1,m2
208,maxgrain_2_T3_1,12,11,12.81818182,4,1260,1,m2
208,maxgrain_2_T3_2,12,13,15.61538462,4,1260,1,m2
208,maxgrain_2_T3_3,10,14,13.21428571,4,1260,1,m2
208,maxgrain_2_T3_4,13,14,14.92857143,4,1260,1,m2
208,maxgrain_2_T3_5,12,11,18.81818182,4,1260,1,m2
208,maxgrain_2_T4_1,11,11,13.36363636,4,1260,1,m2
208,maxgrain_2_T4_2,11,12,12.33333333,4,1260,1,m2
208,maxgrain_2_T4_3,11,9,13.77777778,4,1260,1,m2
208,maxgrain_2_T4_4,11,12,14.91666667,4,1260,1,m2
208,maxgrain_2_T4_5,14,12,18.91666667,4,1260,1,m2
208,maxgrain_2_T5_1,12,20,11.25,4,1260,1,m2
208,maxgrain_2_T5_2,11,17,11.94117647,4,1260,1,m2
208,maxgrain_2_T5_3,9,20,10.55,4,1260,1,m2
208,maxgrain_2_T5_4,11,18,10.94444444,4,1260,1,m2
208,maxgrain_2_T5_5,13,22,12.04545455,4,1260,1,m2
208,maxgrain_2_T6_1,12,15,16.93333333,4,1260,1,m2
208,maxgrain_2_T6_2,12,14,15.85714286,4,1260,1,m2
208,maxgrain_2_T6_3,11,17,16.23529412,4,1260,1,m2
208,maxgrain_2_T6_4,11,13,15.61538462,4,1260,1,m2
208,maxgrain_2_T6_5,13,14,18.42857143,4,1260,1,m2
208,maxgrain_2_T7_1,15,16,9.9375,4,1260,1,m2
208,maxgrain_2_T7_2,14,16,11.5625,4,1260,1,m2
208,maxgrain_2_T7_3,15,21,11.04761905,4,1260,1,m2
208,maxgrain_2_T7_4,13,20,11.95,4,1260,1,m2
208,maxgrain_2_T7_5,14,22,13.22727273,4,1260,1,m2
208,maxgrain_3_DF_1,8,7,9.714285714,4,1260,1,m2
208,maxgrain_3_DF_3,6,10,12.7,4,1260,1,m2
208,maxgrain_3_DF_5,7,8,12,4,1260,1,m2
208,maxgrain_3_SF_1,10,8,11.625,4,1260,1,m2
208,maxgrain_3_SF_2,9,9,12.33333333,4,1260,1,m2
208,maxgrain_3_SF_3,7,11,13.54545455,4,1260,1,m2
208,maxgrain_3_SF_5,8,10,11,4,1260,1,m2
208,maxgrain_3_T1_1,14,13,12.76923077,4,1260,1,m2
208,maxgrain_3_T1_2,14,16,15.25,4,1260,1,m2
208,maxgrain_3_T1_3,12,14,16.85714286,4,1260,1,m2
208,maxgrain_3_T1_4,16,16,16.625,4,1260,1,m2
208,maxgrain_3_T1_5,12,19,17.94736842,4,1260,1,m2
208,maxgrain_3_T2_1,12,17,13.23529412,4,1260,1,m2
208,maxgrain_3_T2_2,11,16,14.25,4,1260,1,m2
208,maxgrain_3_T2_3,12,15,15.66666667,4,1260,1,m2
208,maxgrain_3_T2_4,11,14,16.92857143,4,1260,1,m2
208,maxgrain_3_T2_5,14,15,15.06666667,4,1260,1,m2
208,maxgrain_3_T3_1,15,13,19.15384615,4,1260,1,m2
208,maxgrain_3_T3_2,13,13,15.84615385,4,1260,1,m2
208,maxgrain_3_T3_3,14,16,18.6875,4,1260,1,m2
208,maxgrain_3_T3_4,12,13,20.69230769,4,1260,1,m2
208,maxgrain_3_T3_5,14,14,15.57142857,4,1260,1,m2
208,maxgrain_3_T4_1,11,11,13.18181818,4,1260,1,m2
208,maxgrain_3_T4_2,13,12,15.08333333,4,1260,1,m2
208,maxgrain_3_T4_3,13,12,15.16666667,4,1260,1,m2
208,maxgrain_3_T4_4,10,10,17.5,4,1260,1,m2
208,maxgrain_3_T4_5,13,12,12.66666667,4,1260,1,m2
208,maxgrain_3_T5_1,12,15,8.866666667,4,1260,1,m2
208,maxgrain_3_T5_2,12,15,10.73333333,4,1260,1,m2
208,maxgrain_3_T5_3,13,21,9.428571429,4,1260,1,m2
208,maxgrain_3_T5_4,11,18,11.11111111,4,1260,1,m2
208,maxgrain_3_T5_5,14,20,12.15,4,1260,1,m2
208,maxgrain_3_T6_1,12,16,16.875,4,1260,1,m2
208,maxgrain_3_T6_2,13,15,17.86666667,4,1260,1,m2
208,maxgrain_3_T6_3,10,13,19,4,1260,1,m2
208,maxgrain_3_T6_4,13,18,18.5,4,1260,1,m2
208,maxgrain_3_T6_5,10,16,14.375,4,1260,1,m2
208,maxgrain_3_T7_1,14,23,13.91304348,4,1260,1,m2
208,maxgrain_3_T7_2,14,22,14.40909091,4,1260,1,m2
208,maxgrain_3_T7_3,15,21,14.52380952,4,1260,1,m2
208,maxgrain_3_T7_4,14,21,12.71428571,4,1260,1,m2
208,maxgrain_3_T7_5,15,20,13,4,1260,1,m2
208,maxgrain_4_T1_1,11,18,15.55555556,4,1260,1,m2
208,maxgrain_4_T1_2,13,16,16.1875,4,1260,1,m2
208,maxgrain_4_T1_3,12,19,10.63157895,4,1260,1,m2
208,maxgrain_4_T1_4,11,14,17.42857143,4,1260,1,m2
208,maxgrain_4_T1_5,12,14,13.42857143,4,1260,1,m2
208,maxgrain_4_T2_1,14,14,15.78571429,4,1260,1,m2
208,maxgrain_4_T2_2,11,12,17.66666667,4,1260,1,m2
208,maxgrain_4_T2_3,13,14,15.42857143,4,1260,1,m2
208,maxgrain_4_T2_4,11,15,14.33333333,4,1260,1,m2
208,maxgrain_4_T2_5,12,16,15.125,4,1260,1,m2
208,maxgrain_4_T3_1,12,11,19.27272727,4,1260,1,m2
208,maxgrain_4_T3_2,12,14,15.71428571,4,1260,1,m2
208,maxgrain_4_T3_3,10,12,14.58333333,4,1260,1,m2
208,maxgrain_4_T3_4,11,15,17.66666667,4,1260,1,m2
208,maxgrain_4_T3_5,9,14,17.35714286,4,1260,1,m2
208,maxgrain_4_T4_1,13,12,15.83333333,4,1260,1,m2
208,maxgrain_4_T4_2,13,14,16.21428571,4,1260,1,m2
208,maxgrain_4_T4_3,16,15,15.6,4,1260,1,m2
208,maxgrain_4_T4_4,12,13,16.30769231,4,1260,1,m2
208,maxgrain_4_T4_5,15,13,18.07692308,4,1260,1,m2
208,maxgrain_4_T5_1,16,15,11.46666667,4,1260,1,m2
208,maxgrain_4_T5_2,14,18,10.5,4,1260,1,m2
208,maxgrain_4_T5_3,12,16,9.25,4,1260,1,m2
208,maxgrain_4_T5_4,14,18,10.38888889,4,1260,1,m2
208,maxgrain_4_T5_5,14,16,11.625,4,1260,1,m2
208,maxgrain_4_T6_1,10,12,15.91666667,4,1260,1,m2
208,maxgrain_4_T6_2,12,16,15.6875,4,1260,1,m2
208,maxgrain_4_T6_3,11,17,17.41176471,4,1260,1,m2
208,maxgrain_4_T6_4,12,15,16.66666667,4,1260,1,m2
208,maxgrain_4_T6_5,12,14,15.07142857,4,1260,1,m2
208,maxgrain_4_T7_1,15,23,12.26086957,4,1260,1,m2
208,maxgrain_4_T7_2,15,23,11.73913043,4,1260,1,m2
208,maxgrain_4_T7_3,14,21,10.57142857,4,1260,1,m2
208,maxgrain_4_T7_4,13,20,13,4,1260,1,m2
208,maxgrain_4_T7_5,16,19,13.15789474,4,1260,1,m2
208,maxgrain_5_T1_1,13,17,14.41176471,4,1260,1,m2
208,maxgrain_5_T1_2,13,19,13.31578947,4,1260,1,m2
208,maxgrain_5_T1_3,11,12,15,4,1260,1,m2
208,maxgrain_5_T1_4,13,13,16,4,1260,1,m2
208,maxgrain_5_T1_5,11,15,17.66666667,4,1260,1,m2
208,maxgrain_5_T2_1,12,15,13.13333333,4,1260,1,m2
208,maxgrain_5_T2_2,13,16,15.1875,4,1260,1,m2
208,maxgrain_5_T2_3,11,13,16.69230769,4,1260,1,m2
208,maxgrain_5_T2_4,10,15,15.4,4,1260,1,m2
208,maxgrain_5_T2_5,11,14,15.85714286,4,1260,1,m2
208,maxgrain_5_T3_1,9,13,14.23076923,4,1260,1,m2
