Site_ID,Region,Site_name,Latitude,Longitude,Species,Date,Season,Count,Counted_object,Accuracy,Notes,Source
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/1997(98),1997,3146,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/1998(99),1998,3349,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/1999(00),1999,3911,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/2000(01),2000,4472,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/2001(02),2001,4444,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/2002(03),2002,5131,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/2003(04),2003,4957,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/2004(05),2004,4798,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,GEPE,xx/xx/2005(06),2005,4635,N,1,Accuracy has been estimated from original source.,Management Plan for ASPA No. 150
DEEI,SH,Dee Island,-62.4229,-59.7836,GEPE,12/7/2010,2010,0,N,1,,ASI
FORT,SH,Fort Point,-62.5431,-59.5752,GEPE,12/14/2011,2011,720,N,2,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,GEPE,xx/xx/1987,1987,1016,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
HANN,SH,Hannah Point,-62.6545,-60.6134,GEPE,12/3/1996,1996,1115,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,GEPE,12/3/1997,1997,1350,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,GEPE,12/23/2004,2004,1885,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,GEPE,1/10/2011,2010,2520,C,1,,ASI
HURW,SH,Hurd Peninsula West,-62.674,-60.406,GEPE,12/8/2010,2010,0,N,1,,ASI
ROBE,SH,Robert Point,-62.45,-59.383,GEPE,12/15/2012,2012,916,N,1,,ASI
ROBE,SH,Robert Point,-62.45,-59.383,GEPE,1/9/2013,2012,711,N,1,,ASI
YANK,SH,Yankee Harbor,-62.5257,-59.7687,GEPE,xx/xx/1990,1990,4000,N,4,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
YANK,SH,Yankee Harbor,-62.5257,-59.7687,GEPE,11/23/1996,1996,2500,N,3,,ASI
YANK,SH,Yankee Harbor,-62.5257,-59.7687,GEPE,11/26/1999,1999,4751,N,1,,ASI
YANK,SH,Yankee Harbor,-62.5257,-59.7687,GEPE,12/24/2000,2000,3974,N,1,,ASI
YANK,SH,Yankee Harbor,-62.5257,-59.7687,GEPE,12/29/2002,2002,3804,N,1,,ASI
YANK,SH,Yankee Harbor,-62.5257,-59.7687,GEPE,12/20/2003,2003,4918,N,1,,ASI
YANK,SH,Yankee Harbor,-62.5257,-59.7687,GEPE,12/7/2007,2007,4817,N,1,,ASI
YANK,SH,Yankee Harbor,-62.5257,-59.7687,GEPE,1/12/2013,2012,4803,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/22/1996,1995,225,C,3,,"R. Naveen as reported in Woehler, E.J., and J.P. Croxall. 1997. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25: 43-66."
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,11/25/1999,1999,617,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,12/11/2000,2000,756,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/9/2001,2000,511,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,12/11/2001,2001,450,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/24/2002,2001,409,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/1/2003,2002,490,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/10/2003,2002,764,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,11/29/2003,2003,200,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,12/24/2004,2004,370,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/11/2005,2004,589,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,12/22/2005,2005,247,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/13/2006,2005,118,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,11/19/2006,2006,444,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/24/2007,2006,682,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/18/2008,2007,702,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,11/28/2008,2008,554,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/15/2009,2008,858,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,11/23/2009,2009,538,N,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,1/21/2011,2010,533,C,1,,ASI
BROW,NE,Brown Bluff,-63.5325,-56.9256,GEPE,12/23/2012,2012,598,N,1,,ASI
HERO,NE,Heroína Island,-63.3946,-54.6065,GEPE,12/1/1996,1996,215,N,1,,ASI
HERO,NE,Heroína Island,-63.3946,-54.6065,GEPE,2/3/2006,2005,142,C,1,,ASI
HERO,NE,Heroína Island,-63.3946,-54.6065,GEPE,1/21/2009,2008,173,C,1,,ASI
MADD,NE,Madder Cliffs,-63.2986,-56.4896,GEPE,1/12/2005,2004,304,N,1,,ASI
MADD,NE,Madder Cliffs,-63.2986,-56.4896,GEPE,1/12/2005,2004,455,C,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,11/28/1995,1995,8,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,11/25/1996,1996,9,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,12/4/1997,1997,8,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,1/16/2006,2005,111,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,2/6/2006,2005,121,C,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,11/19/2006,2006,128,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,1/8/2008,2007,123,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,11/17/2008,2008,192,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,1/29/2009,2008,165,C,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,12/23/2009,2009,165,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,2/5/2010,2009,228,C,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,12/4/2011,2011,189,N,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,2/1/2012,2011,178,C,1,,ASI
ALMI,CW,(Almirante) Brown Station,-64.8833,-62.8667,GEPE,1/8/2013,2012,188,N,1,,ASI
BENE,CW,Beneden Head,-64.7671,-62.701,GEPE,1/30/1986,1985,700,C,3,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
BENE,CW,Beneden Head,-64.7671,-62.701,GEPE,12/13/2006,2006,640,N,3,,ASI
BENE,CW,Beneden Head,-64.7671,-62.701,GEPE,12/26/2007,2007,1098,N,1,,ASI
BENE,CW,Beneden Head,-64.7671,-62.701,GEPE,2/2/2009,2008,981,C,1,,ASI
BENE,CW,Beneden Head,-64.7671,-62.701,GEPE,12/11/2011,2011,1088,N,1,,ASI
BENE,CW,Beneden Head,-64.7671,-62.701,GEPE,1/31/2012,2011,1720,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,1/26/1983,1982,318,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,1/13/2001,2000,1200,N,3,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,1/4/2006,2005,1151,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,12/30/2007,2007,1233,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,1/2/2009,2008,893,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,1/28/2009,2008,652,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,12/14/2009,2009,1954,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,2/6/2010,2009,2202,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,1/23/2011,2010,1181,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,2/14/2011,2010,997,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,GEPE,1/7/2013,2012,1484,N,1,,ASI
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/1984,1984,0,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/1994,1994,14,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/1995,1995,33,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/1996,1996,45,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/1997,1997,56,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/1998,1998,26,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/1999,1999,149,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/2000,2000,296,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/2001,2001,288,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,xx/xx/2002,2002,639,N,1,,Management Plan for ASPA No. 139
BISC,CW,Biscoe Point,-64.8133,-63.7935,GEPE,12/15/2010,2010,2372,N,1,,ASI
BRYE,CW,Bryde Island East,-64.8833,-62.95,GEPE,1/31/1986,1985,173,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
BRYE,CW,Bryde Island East,-64.8833,-62.95,GEPE,12/24/2006,2006,486,N,2,,ASI
BRYE,CW,Bryde Island East,-64.8833,-62.95,GEPE,1/3/2009,2008,528,N,1,,ASI
BRYE,CW,Bryde Island East,-64.8833,-62.95,GEPE,1/6/2010,2009,560,N,1,,ASI
BRYE,CW,Bryde Island East,-64.8833,-62.95,GEPE,12/15/2010,2010,505,N,1,,ASI
BRYE,CW,Bryde Island East,-64.8833,-62.95,GEPE,12/22/2011,2011,558,N,1,,ASI
BRYE,CW,Bryde Island East,-64.8833,-62.95,GEPE,2/1/2012,2011,741,C,1,,ASI
BRYE,CW,Bryde Island East,-64.8833,-62.95,GEPE,1/11/2013,2012,620,N,1,,ASI
BRYS,CW,Bryde Island South,-64.9,-62.95,GEPE,2/6/1987,1986,550,C,3,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
BRYS,CW,Bryde Island South,-64.9,-62.95,GEPE,12/24/2006,2006,818,N,1,,ASI
BRYS,CW,Bryde Island South,-64.9,-62.95,GEPE,12/8/2008,2008,979,N,1,,ASI
BRYS,CW,Bryde Island South,-64.9,-62.95,GEPE,1/6/2010,2009,917,N,1,,ASI
BRYS,CW,Bryde Island South,-64.9,-62.95,GEPE,12/15/2010,2010,722,N,1,,ASI
BRYS,CW,Bryde Island South,-64.9,-62.95,GEPE,2/1/2012,2011,925,N,1,,ASI
BRYS,CW,Bryde Island South,-64.9,-62.95,GEPE,1/11/2013,2012,882,N,1,,ASI
CHPT,CW,Charles Point,-64.2386,-61.0004,GEPE,1/23/1987,1986,130,N,3,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
CHPT,CW,Charles Point,-64.2386,-61.0004,GEPE,12/10/2010,2010,746,N,1,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,1/30/1986,1985,3700,C,3,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,xx/xx/1988,1988,3200,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,12/24/1992,1992,4294,N,1,,"Aguirre, C. A., and J. M. Acero. 1995. Distribution and abundance of birds in Errera Channel, Antarctic Peninsula, during the 1992/93 breeding season. Marine Ornithology 23: 129-134"
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,xx/xx/1993,1993,4421,N,1,,"Woehler, E.J., and J.P. Croxall. 1997. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25: 43-66"
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,xx/xx/1994,1994,4818,N,1,,"Woehler, E.J., and J.P. Croxall. 1997. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25: 43-66"
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,12/21/2003,2003,5990,N,1,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,12/2/2005,2005,6294,N,1,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,1/4/2007,2006,4420,N,3,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,12/7/2008,2008,6878,N,1,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,12/23/2009,2009,6468,N,1,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,2/5/2010,2009,9014,C,1,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,12/2/2010,2010,990,N,1,Count completed on 12/15/2010,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,12/23/2011,2011,6336,N,1,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,GEPE,12/12/2012,2012,5950,N,1,Count completed on 1/5/2010,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,1/22/1983,1982,619,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,1/27/1984,1983,828,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,2/6/1987,1986,715,C,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,xx/xx/1988,1988,1663,N,3,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,xx/xx/1990,1990,1658,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,12/12/2002,2002,1928,N,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,1/4/2005,2004,2022,N,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,12/26/2005,2005,2273,N,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,2/5/2006,2005,2990,C,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,12/6/2007,2007,2055,N,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,11/30/2008,2008,2158,N,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,1/25/2009,2008,2498,C,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,1/15/2010,2009,2148,N,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,2/16/2010,2009,3371,C,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,1/25/2011,2010,1823,N,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,2/10/2011,2010,1955,C,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,12/11/2011,2011,2091,N,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,1/30/2012,2011,3345,C,1,,ASI
DAMO,CW,Dorian Bay / Damoy Point,-64.8149,-63.4968,GEPE,1/11/2013,2012,2355,N,1,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,1/31/1986,1985,1172,C,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,12/31/1992,1992,1573,N,1,,"Aguirre, C. A., and J. M. Acero. 1995. Distribution and abundance of birds in Errera Channel, Antarctic Peninsula, during the 1992/93 breeding season. Marine Ornithology 23: 129-134"
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,xx/xx/1994,1994,1637,N,2,,"Woehler, E.J., and J.P. Croxall. 1997. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25: 43-66"
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,11/29/1999,1999,2300,N,2,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,12/8/2006,2006,2506,N,1,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,11/25/2007,2007,2084,N,1,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,12/8/2008,2008,2213,N,1,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,2/12/2009,2008,1781,C,1,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,12/13/2009,2009,3632,N,1,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,1/25/2011,2010,2115,N,1,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,1/23/2012,2011,2558,N,1,,ASI
DANC,CW,Danco Island,-64.734,-62.5938,GEPE,12/13/2012,2012,2665,N,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,1/15/2005,2004,132,N,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,12/26/2005,2005,181,N,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,2/5/2006,2005,257,C,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,12/19/2007,2007,165,N,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,2/22/2008,2007,247,C,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,11/30/2008,2008,186,N,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,1/27/2009,2008,162,C,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,12/15/2009,2009,183,N,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,12/14/2010,2010,148,N,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,2/10/2011,2010,104,C,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,1/30/2012,2011,249,C,1,,ASI
DOBE,CW,Dorian Beacon,-64.8149,-63.4968,GEPE,12/11/2012,2012,167,N,1,,ASI
DUPT,CW,Duthiers Point,-64.8049,-62.8179,GEPE,12/13/2010,2010,485,N,1,,ASI
DUPT,CW,Duthiers Point,-64.8049,-62.8179,GEPE,11/15/2011,2011,185,N,1,,ASI
GALE,CW,Galindez Island East,-65.2476,-64.2399,GEPE,12/6/2008,2008,93,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,xx/xx/1988,1988,1100,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,1/7/1993,1992,1631,N,1,,"Aguirre, C. A., and J. M. Acero. 1995. Distribution and abundance of birds in Errera Channel, Antarctic Peninsula, during the 1992/93 breeding season. Marine Ornithology 23: 129-134"
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,xx/xx/1994,1994,1752,N,2,,"Woehler, E.J., and J.P. Croxall. 1997. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25: 43-66"
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,12/20/2004,2004,1995,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,12/26/2005,2005,2464,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,1/6/2008,2007,1200,N,5,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,12/22/2008,2008,2196,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,2/12/2009,2008,2104,C,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,1/3/2010,2009,2555,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,12/15/2010,2010,1158,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,12/13/2011,2011,2408,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,GEPE,1/12/2013,2012,3296,N,1,,ASI
