"stateroute","Species","Mean.Temp","Mean.Precip","Mean.Elev","Mean.EVI","SD.Temp","SD.Precip","SD.Elev","SD.EVI","Longi","Lati","sum.EVI","elev.mean","mat","ap.mean","MainCompAOU","FocalAbundance","FocalOcc","FocalSciName","AllCompSum","MainCompSum","CompOcc","AOU","nroutes","comp_scaled","zTemp","zPrecip","zElev","zEVI","FocalOcc_scale","occ_logit","counter","numyears","sp_success","sp_fail","sp_success_abun","sp_fail_abun"
2006,7030,12.9620777891505,990.526131026714,485.143224481277,0.441820214246674,3.69247445775673,348.549351737934,623.855794630392,0.144807179762069,-86.68,34.5,0.4764425,232.07520381994,15.5,1430.34071202809,6220,24.3333333333333,1,"Mimus polyglottos",7.64285714285714,0,0.333333333333333,7030,244,0,0.687322888725244,1.26184306127203,-0.405651470803871,0.239092328227191,0.995,5.29330482472449,1,4,"4","0","97.3333333333333","-93.3333333333333"
2006,6370,15.0011666666667,1234.07487591239,124.746427569376,0.49939316711,2.900402707441,159.535513897826,120.229526893703,0.0816296172782766,-86.68,34.5,0.4764425,232.07520381994,15.5,1430.34071202809,6630,5.46666666666667,0.972222222222222,"Protonotaria citrea",2.75,0,0.0555555555555556,6370,71,0,0.171987611256042,1.23023288871842,0.892698981885334,-0.281156127827487,0.9675,3.39347533556824,1,4,"3.88888888888889","0.111111111111112","21.8666666666667","-17.8666666666667"
2017,6360,8.88828259620908,1060.57705288022,311.914491098091,0.5308923901861,4.10994315514026,193.040410463228,172.705998011542,0.0684363941266911,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,6710,1,0.533333333333333,"Mniotilta varia",8.56666666666667,7.06666666666667,1,6360,137,0.87603305785124,1.80336250989778,2.00849654452907,-0.835369916092564,0.704889707143204,0.533,0.132192166496946,1,9,"4.8","4.2","9","0"
2017,6770,12.7546273546274,1165.85977769524,250.320745223161,0.52935491456593,2.78976266036836,151.144515231458,191.197716479853,0.0726149361663123,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,6760,1.92307692307692,0.822222222222222,"Geothlypis formosus",3,1,0.266666666666667,6770,129,0.342105263157895,1.27085099235808,1.86866372307547,-0.432430108030951,0.685500643009082,0.819,1.50958705258724,1,9,"7.4","1.6","17.3076923076923","-8.30769230769231"
2017,6380,15.786328125,1297.22717143308,212.047520299487,0.509414939914063,2.73934452474403,118.88161584014,241.875041420395,0.0817197835098949,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,6770,1,0.244444444444444,"Limnothlypis swainsonii",3.92307692307692,1.92307692307692,0.822222222222222,6380,26,0.657894736842105,0.18751634573895,1.27076737432772,-0.183592420318385,0.853129524963755,0.247,-1.11467689117192,1,9,"2.2","6.8","9","0"
2017,6840,11.76640625,1155.43304029178,290.228833971837,0.538584631855824,3.86791707862212,176.166886985157,198.057098822173,0.0672792222937143,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,6810,2.58333333333333,0.911111111111111,"Setophaga citrina",9.32820512820513,2.46153846153846,0.955555555555556,6840,133,0.487928843710292,1.17210210504694,1.66242938710147,-0.618951497675914,0.602680393170426,0.907,2.27754295696188,1,9,"8.2","0.800000000000001","23.25","-14.25"
2017,6390,11.8120390455531,1150.12079092376,265.947589272851,0.536888401090022,2.7828652788546,140.975218397171,189.865875149231,0.0736578408962969,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,6810,1,0.333333333333333,"Helmitheros vermivorum",20.9782051282051,2.46153846153846,0.955555555555556,6390,90,0.711111111111111,1.61271226047064,2.11510407798248,-0.517768099007142,0.573518017850319,0.335,-0.685656508830789,1,9,"3","6","9","0"
2017,6630,14.9454668470907,1230.13199750336,145.725024556574,0.504291651971583,2.71071654092185,153.867491184103,109.440675800293,0.0878047021745254,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,6370,1.5,0.6,"Setophaga dominica",8.06666666666667,0,0.422222222222222,6630,85,0,0.499695609061615,1.41788269287949,0.200255264449625,0.852355809825072,0.599,0.40130017080888,1,9,"5.4","3.6","13.5","-4.5"
2017,7030,12.9620777891505,990.526131026714,485.143224481277,0.441820214246674,3.69247445775673,348.549351737934,623.855794630392,0.144807179762069,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,6220,24.3333333333333,1,"Mimus polyglottos",8.62857142857143,0,0.155555555555556,7030,244,0,0.90397976994468,1.31336327822972,-0.508935127610501,0.948242248616005,0.995,5.29330482472449,1,9,"9","0","219","-210"
2017,4060,12.2805364940736,1057.87351845199,253.009213490423,0.491697835810979,4.0745512638366,256.507435603172,248.659990983177,0.0944791401895781,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,4120,2,0.511111111111111,"Melanerpes erythrocephalus",14.5904761904762,1.85714285714286,0.711111111111111,4060,203,0.481481481481482,0.986480042992922,1.52207880789118,-0.343312637961495,0.92543882187727,0.511,0.044007100728832,1,9,"4.6","4.4","18","-9"
2017,6760,12.3239536954586,1159.1814690643,274.004749477768,0.538262090818344,2.85176957378288,152.103152035274,196.175236848893,0.0723244890329504,-87,33.52,0.5791325,167.641096030507,16.3,1448.29805025009,6770,1,0.266666666666667,"Parkesia motacilla",3.92307692307692,1.92307692307692,0.822222222222222,6760,109,0.657894736842105,1.39423827966127,1.90079283247691,-0.542186950584339,0.56509779368142,0.269,-0.999702080147938,1,9,"2.4","6.6","9","0"
2019,6360,8.88828259620908,1060.57705288022,311.914491098091,0.5308923901861,4.10994315514026,193.040410463228,172.705998011542,0.0684363941266911,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,6710,1.5,0.545454545454545,"Mniotilta varia",10.0666666666667,8.06666666666667,0.977272727272727,6360,137,0.843205574912892,1.85202498342855,1.98199248259959,-1.28013167964397,0.695391836773284,0.544999999999999,0.180488375712292,1,9,"4.9090909090909","4.0909090909091","13.5","-4.5"
2019,6760,12.3239536954586,1159.1814690643,274.004749477768,0.538262090818344,2.85176957378288,152.103152035274,196.175236848893,0.0723244890329504,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,6770,1.33333333333333,0.25,"Parkesia motacilla",2.69230769230769,2.69230769230769,0.954545454545455,6760,109,0.668789808917198,1.46437017314897,1.86715542966606,-0.933740061391515,0.556110519679333,0.2525,-1.08532305654943,1,9,"2.25","6.75","12","-3"
2019,7030,12.9620777891505,990.526131026714,485.143224481277,0.441820214246674,3.69247445775673,348.549351737934,623.855794630392,0.144807179762069,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,6220,16.4666666666667,1,"Mimus polyglottos",8.44761904761905,1,0.431818181818182,7030,244,0.0572519083969466,0.958143990249538,1.29868428092761,-0.632061377158327,0.943753520908801,0.995,5.29330482472449,1,9,"9","0","148.2","-139.2"
2019,6370,15.0011666666667,1234.07487591239,124.746427569376,0.49939316711,2.900402707441,159.535513897826,120.229526893703,0.0816296172782766,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,6630,1,0.613636363636364,"Protonotaria citrea",10.5666666666667,1,0.409090909090909,6370,71,0.5,0.516767319754621,1.31072269888328,-0.282113359893492,0.968880358955786,0.6125,0.457833093625482,1,9,"5.52272727272728","3.47727272727272","9","0"
2019,4650,12.0347976878613,1136.55609470175,259.152362623747,0.530623416579191,3.42308912293353,165.015450358256,187.237867909351,0.0730746165725998,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,4610,1.2,0.454545454545455,"Empidonax virescens",3.42857142857143,3.42857142857143,0.977272727272727,4650,181,0.740740740740741,1.30443647587888,1.85816297739896,-0.898986368111447,0.654934444620194,0.455,-0.180488375712292,1,9,"4.09090909090909","4.9090909090909","10.8","-1.8"
2019,6770,12.7546273546274,1165.85977769524,250.320745223161,0.52935491456593,2.78976266036836,151.144515231458,191.197716479853,0.0726149361663123,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,6760,2.69230769230769,0.954545454545455,"Geothlypis formosus",1.33333333333333,1.33333333333333,0.25,6770,129,0.331210191082803,1.34254167875274,1.83481297443285,-0.834176664766699,0.676549316542151,0.950000000000001,2.94443897916645,1,9,"8.5909090909091","0.409090909090905","24.2307692307692","-15.2307692307692"
2019,6840,11.76640625,1155.43304029178,290.228833971837,0.538584631855824,3.86791707862212,176.166886985157,198.057098822173,0.0672792222937143,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,6810,2.16666666666667,0.727272727272727,"Setophaga citrina",13.6619047619048,9.92857142857143,0.977272727272727,6840,133,0.820866141732284,1.22380952170936,1.63338672714778,-1.00678422222009,0.593019163776864,0.725,0.969400557188102,1,9,"6.54545454545454","2.45454545454546","19.5","-10.5"
2019,6630,14.9454668470907,1230.13199750336,145.725024556574,0.504291651971583,2.71071654092185,153.867491184103,109.440675800293,0.0878047021745254,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,6370,1,0.409090909090909,"Setophaga dominica",10.5666666666667,1,0.613636363636364,6630,85,0.5,0.573476838851132,1.38463099718707,-0.50161379556684,0.844953017219409,0.41,-0.363965377201412,1,9,"3.68181818181818","5.31818181818182","9","0"
2019,4060,12.2805364940736,1057.87351845199,253.009213490423,0.491697835810979,4.0745512638366,256.507435603172,248.659990983177,0.0944791401895781,-88.17,33.47,0.5784825,90.8280717789884,16.5,1443.18169525628,4120,1.53846153846154,0.681818181818182,"Melanerpes erythrocephalus",10.8416666666667,1.375,0.636363636363636,4060,203,0.471947194719472,1.03556520281778,1.50213258301166,-0.652220492207799,0.918558996354983,0.68,0.753771802376381,1,9,"6.13636363636364","2.86363636363636","13.8461538461538","-4.84615384615385"
2021,4060,12.2805364940736,1057.87351845199,253.009213490423,0.491697835810979,4.0745512638366,256.507435603172,248.659990983177,0.0944791401895781,-87.83,32.27,0.486665,56.5709246371174,17.7,1427.65405540564,4120,2,0.758620689655172,"Melanerpes erythrocephalus",14,1.2,0.551724137931034,4060,203,0.375,1.33007616176693,1.4415977302339,-0.789987516997037,-0.0532692804028563,0.75603448275862,1.13106009472894,1,8,"6.06896551724138","1.93103448275862","16","-8"
2021,6760,12.3239536954586,1159.1814690643,274.004749477768,0.538262090818344,2.85176957378288,152.103152035274,196.175236848893,0.0723244890329504,-87.83,32.27,0.486665,56.5709246371174,17.7,1427.65405540564,6770,1.25,0.137931034482759,"Parkesia motacilla",4,4,0.862068965517241,6760,109,0.761904761904762,1.88516153407516,1.76506918330715,-1.1083652979511,-0.713411065992275,0.141551724137931,-1.80246123718975,1,8,"1.10344827586207","6.89655172413793","10","-2"
2021,4650,12.0347976878613,1136.55609470175,259.152362623747,0.530623416579191,3.42308912293353,165.015450358256,187.237867909351,0.0730746165725998,-87.83,32.27,0.486665,56.5709246371174,17.7,1427.65405540564,4610,1.2,0.241379310344828,"Empidonax virescens",1.81818181818182,1.81818181818182,0.586206896551724,4650,181,0.602409638554217,1.65499702423282,1.7640648804212,-1.08194693866471,-0.601555213574305,0.24396551724138,-1.13106009472894,1,8,"1.93103448275862","6.06896551724138","9.6","-1.6"
2021,6390,11.8120390455531,1150.12079092376,265.947589272851,0.536888401090022,2.7828652788546,140.975218397171,189.865875149231,0.0736578408962969,-87.83,32.27,0.486665,56.5709246371174,17.7,1427.65405540564,6810,1.33333333333333,0.103448275862069,"Helmitheros vermivorum",22.2668498168498,5.21428571428571,0.896551724137931,6390,90,0.796363636363636,2.11579087179897,1.96866702983201,-1.10276090672517,-0.681847315627013,0.107413793103448,-2.11743449811445,1,8,"0.827586206896552","7.17241379310345","10.6666666666667","-2.66666666666667"
2021,6770,12.7546273546274,1165.85977769524,250.320745223161,0.52935491456593,2.78976266036836,151.144515231458,191.197716479853,0.0726149361663123,-87.83,32.27,0.486665,56.5709246371174,17.7,1427.65405540564,6760,4,0.862068965517241,"Geothlypis formosus",1.25,1.25,0.137931034482759,6770,129,0.238095238095238,1.7726857971207,1.73207924422199,-1.01334798423944,-0.58789440326926,0.858448275862069,1.80246123718975,1,8,"6.89655172413793","1.10344827586207","32","-24"
2021,6840,11.76640625,1155.43304029178,290.228833971837,0.538584631855824,3.86791707862212,176.166886985157,198.057098822173,0.0672792222937143,-87.83,32.27,0.486665,56.5709246371174,17.7,1427.65405540564,6810,5.53333333333333,0.96551724137931,"Setophaga citrina",7.21428571428571,5.21428571428571,0.896551724137931,6840,133,0.485157288435977,1.53405402168387,1.54524507853054,-1.17975023730158,-0.771703805212899,0.960862068965517,3.20073877008813,1,8,"7.72413793103448","0.27586206896552","44.2666666666667","-36.2666666666667"
2021,7030,12.9620777891505,990.526131026714,485.143224481277,0.441820214246674,3.69247445775673,348.549351737934,623.855794630392,0.144807179762069,-87.83,32.27,0.486665,56.5709246371174,17.7,1427.65405540564,6220,16.4,1,"Mimus polyglottos",4.85714285714286,0,0.103448275862069,7030,244,0,1.28312931207869,1.25413495161968,-0.686973341488428,0.309686203591634,0.995,5.29330482472449,1,8,"8","0","131.2","-123.2"
2021,6630,14.9454668470907,1230.13199750336,145.725024556574,0.504291651971583,2.71071654092185,153.867491184103,109.440675800293,0.0878047021745254,-87.83,32.27,0.486665,56.5709246371174,17.7,1427.65405540564,6370,1,0.310344827586207,"Setophaga dominica",7.76923076923077,0,0.206896551724138,6630,85,0,1.01616421758823,1.28371533442331,-0.814634040474531,-0.200748382888965,0.312241379310345,-0.789661394021993,1,8,"2.48275862068966","5.51724137931034","8","0"
2027,6630,14.9454668470907,1230.13199750336,145.725024556574,0.504291651971583,2.71071654092185,153.867491184103,109.440675800293,0.0878047021745254,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,6370,1.71428571428571,0.222222222222222,"Setophaga dominica",34.6571428571429,1,0.133333333333333,6630,85,0.368421052631579,0.979273602693477,0.757206544522668,-0.166268553916338,0.883248232814087,0.225,-1.23676262714893,1,10,"2.22222222222222","7.77777777777778","17.1428571428571","-7.14285714285714"
2027,6840,11.76640625,1155.43304029178,290.228833971837,0.538584631855824,3.86791707862212,176.166886985157,198.057098822173,0.0672792222937143,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,6810,7.5,0.577777777777778,"Setophaga citrina",9.42857142857143,3.92857142857143,0.911111111111111,6840,133,0.34375,1.50820031335266,1.08538234283256,-0.821482053850982,0.642997446601249,0.577,0.310470087461822,1,10,"5.77777777777778","4.22222222222222","75","-65"
2027,6370,15.0011666666667,1234.07487591239,124.746427569376,0.49939316711,2.900402707441,159.535513897826,120.229526893703,0.0816296172782766,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,6630,1,0.133333333333333,"Protonotaria citrea",35.3714285714286,1.71428571428571,0.222222222222222,6370,71,0.631578947368421,0.896024999103059,0.705589559055505,0.0231395244923132,1.01007251582377,0.137,-1.84043376525531,1,10,"1.33333333333333","8.66666666666667","10","0"
2027,6770,12.7546273546274,1165.85977769524,250.320745223161,0.52935491456593,2.78976266036836,151.144515231458,191.197716479853,0.0726149361663123,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,6760,3.07692307692308,0.488888888888889,"Geothlypis formosus",2.33333333333333,1,0.111111111111111,6770,129,0.245283018867925,1.73684045392337,1.19608502395982,-0.642226621908782,0.722855216919157,0.489,-0.0440071007288321,1,10,"4.88888888888889","5.11111111111111","30.7692307692308","-20.7692307692308"
2027,6760,12.3239536954586,1159.1814690643,274.004749477768,0.538262090818344,2.85176957378288,152.103152035274,196.175236848893,0.0723244890329504,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,6770,1,0.111111111111111,"Parkesia motacilla",4.41025641025641,3.07692307692308,0.488888888888889,6760,109,0.754716981132076,1.85009558733131,1.23245309018633,-0.746660333785973,0.602602379420893,0.115,-2.04065551664468,1,10,"1.11111111111111","8.88888888888889","10","0"
2027,6380,15.786328125,1297.22717143308,212.047520299487,0.509414939914063,2.73934452474403,118.88161584014,241.875041420395,0.0817197835098949,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,6770,1.33333333333333,0.133333333333333,"Limnothlypis swainsonii",4.07692307692308,3.07692307692308,0.488888888888889,6380,26,0.697674418604651,0.66208242833912,0.4156597051189,-0.349432658084615,0.886322221805291,0.137,-1.84043376525531,1,10,"1.33333333333333","8.66666666666667","13.3333333333333","-3.33333333333333"
2027,4650,12.0347976878613,1136.55609470175,259.152362623747,0.530623416579191,3.42308912293353,165.015450358256,187.237867909351,0.0730746165725998,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,4610,5.16666666666667,0.4,"Empidonax virescens",7.64285714285714,7.64285714285714,0.888888888888889,4650,181,0.596654275092937,1.62578364520333,1.27312547800459,-0.70297682003001,0.700949054859842,0.401,-0.40130017080888,1,10,"4","6","51.6666666666667","-41.6666666666667"
2027,6360,8.88828259620908,1060.57705288022,311.914491098091,0.5308923901861,4.10994315514026,193.040410463228,172.705998011542,0.0684363941266911,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,6710,1.8,0.133333333333333,NA,34.5714285714286,31.8571428571429,0.911111111111111,6360,137,0.946519524617997,2.11966858784781,1.48188876748954,-1.06762944871282,0.744525050802287,0.137,-1.84043376525531,1,10,"1.33333333333333","8.66666666666667","18","-8"
2027,4060,12.2805364940736,1057.87351845199,253.009213490423,0.491697835810979,4.0745512638366,256.507435603172,248.659990983177,0.0944791401895781,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,4120,1.55555555555556,0.377777777777778,"Melanerpes erythrocephalus",15.8333333333333,1.5,0.6,4060,203,0.490909090909091,1.3055335818545,1.12576834151505,-0.504627750297314,0.954148862999121,0.379,-0.493794876851051,1,10,"3.77777777777778","6.22222222222222","15.5555555555556","-5.55555555555556"
2027,7030,12.9620777891505,990.526131026714,485.143224481277,0.441820214246674,3.69247445775673,348.549351737934,623.855794630392,0.144807179762069,-85.55,32.31,0.581845,127.528481651632,17.6,1346.64146881725,6220,30.7333333333333,1,"Mimus polyglottos",10.5121212121212,1.5,0.488888888888889,7030,244,0.046535677352637,1.25604720192626,1.02170707251319,-0.573233022611445,0.966974054624911,0.995,5.29330482472449,1,10,"10","0","307.333333333333","-297.333333333333"
2029,6380,15.786328125,1297.22717143308,212.047520299487,0.509414939914063,2.73934452474403,118.88161584014,241.875041420395,0.0817197835098949,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,6770,1,0.0540540540540541,"Limnothlypis swainsonii",3.2,2,0.756756756756757,6380,26,0.666666666666667,0.844607844723801,-0.287407280697665,-0.398541293820916,-1.45659269765013,0.0585135135135136,-2.77820226702763,1,10,"0.540540540540541","9.45945945945946","10","0"
2029,7030,12.9620777891505,990.526131026714,485.143224481277,0.441820214246674,3.69247445775673,348.549351737934,623.855794630392,0.144807179762069,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,6220,39.1333333333333,1,"Mimus polyglottos",9.73333333333333,1.2,0.702702702702703,7030,244,0.0297520661157025,1.39145775268841,0.781908206438774,-0.592272924789246,-0.355215220206554,0.995,5.29330482472449,1,10,"10","0","391.333333333333","-381.333333333333"
2029,4650,12.0347976878613,1136.55609470175,259.152362623747,0.530623416579191,3.42308912293353,165.015450358256,187.237867909351,0.0730746165725998,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,4610,5.26666666666667,0.810810810810811,"Empidonax virescens",8.13333333333333,8.13333333333333,0.918918918918919,4650,181,0.606965174129353,1.7718505403508,0.766616910859696,-0.766415660876926,-1.91914680031008,0.807702702702703,1.4351514507344,1,10,"8.10810810810811","1.89189189189189","52.6666666666667","-42.6666666666667"
2029,6770,12.7546273546274,1165.85977769524,250.320745223161,0.52935491456593,2.78976266036836,151.144515231458,191.197716479853,0.0726149361663123,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,6760,2,0.756756756756757,"Geothlypis formosus",2.2,1.2,0.216216216216216,6770,129,0.375,1.91606716991002,0.643092815213535,-0.704351596628701,-1.91382685027274,0.754189189189189,1.12108107227031,1,10,"7.56756756756757","2.43243243243243","20","-10"
2029,6630,14.9454668470907,1230.13199750336,145.725024556574,0.504291651971583,2.71071654092185,153.867491184103,109.440675800293,0.0878047021745254,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,6370,1.66666666666667,0.216216216216216,"Setophaga dominica",28.3333333333333,1,0.459459459459459,6630,85,0.375,1.16372667716727,0.214000577657816,-0.27480364122238,-1.29730127374239,0.219054054054054,-1.2711874145821,1,10,"2.16216216216216","7.83783783783784","16.6666666666667","-6.66666666666667"
2029,6840,11.76640625,1155.43304029178,290.228833971837,0.538584631855824,3.86791707862212,176.166886985157,198.057098822173,0.0672792222937143,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,6810,3.93333333333333,0.837837837837838,"Setophaga citrina",19,11.2666666666667,0.918918918918919,6840,133,0.741228070175439,1.63746885500871,0.610935976956939,-0.881455432101271,-2.20279198842151,0.83445945945946,1.61756803851735,1,10,"8.37837837837838","1.62162162162162","39.3333333333333","-29.3333333333333"
2029,6360,8.88828259620908,1060.57705288022,311.914491098091,0.5308923901861,4.10994315514026,193.040410463228,172.705998011542,0.0684363941266911,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,6710,3,0.0810810810810811,NA,27,24.3333333333333,0.918918918918919,6360,137,0.890243902439024,2.24132477167474,1.04891341731719,-1.13640617586518,-2.05314572719867,0.0852702702702703,-2.37280278196739,1,10,"0.810810810810811","9.18918918918919","30","-20"
2029,4060,12.2805364940736,1057.87351845199,253.009213490423,0.491697835810979,4.0745512638366,256.507435603172,248.659990983177,0.0944791401895781,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,4120,1.90909090909091,0.756756756756757,"Melanerpes erythrocephalus",20.4,1.33333333333333,0.540540540540541,4060,203,0.411214953271028,1.42824648141665,0.799923053166236,-0.552396405221864,-1.07235666632533,0.754189189189189,1.12108107227031,1,10,"7.56756756756757","2.43243243243243","19.0909090909091","-9.09090909090909"
2029,6370,15.0011666666667,1234.07487591239,124.746427569376,0.49939316711,2.900402707441,159.535513897826,120.229526893703,0.0816296172782766,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,6630,1,0.459459459459459,"Protonotaria citrea",29,1.66666666666667,0.216216216216216,6370,71,0.625,1.06841485335235,0.181682766921062,-0.0756561175575694,-1.33543033453631,0.459864864864864,-0.16088668421042,1,10,"4.59459459459459","5.40540540540541","10","0"
2029,6760,12.3239536954586,1159.1814690643,274.004749477768,0.538262090818344,2.85176957378288,152.103152035274,196.175236848893,0.0723244890329504,-85.06,32.14,0.3903825,115.650328348815,18.1,1263.05972949952,6770,1.2,0.216216216216216,"Parkesia motacilla",3,2,0.756756756756757,6760,109,0.625,2.02542532105056,0.682946139151241,-0.807209022262727,-2.04466831077052,0.219054054054054,-1.2711874145821,1,10,"2.16216216216216","7.83783783783784","12","-2"
