"Group","Kingdom","Phylum","Class","Order","Family","Genus","Species","Forma","AuthorComments","Author","SpeciesID","Carbon","Biovolume"
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,NA,"phaeocysticola ","Derek S.Harbour",88,3,12.3296009094742
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,NA,"sp.70μm","Derek S.Harbour",89,22.5272882947791,175
"Ciliates","Chromista","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium",NA,NA,"Large","Derek S.Harbour",90,3091.2248076274,22449.297503777
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,NA,"sp. longissima ","Derek S.Harbour",91,5.32768174513699,26.25
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,"oceanica","A ","Derek S.Harbour",92,23.3379922038623,183.333333333333
"Ciliates","Chromista","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium",NA,NA,"Large","Derek S.Harbour",90,4504.72081752223,33510.3216382911
"Ciliates","Chromista","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium",NA,NA,"Large","Derek S.Harbour",90,4505,33512.5310257195
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","panduriformis",NA,NA,"Derek S.Harbour",93,162.51013961838,2356.19449019234
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","panduriformis",NA,NA,"Derek S.Harbour",93,163,2365.54415211644
"Ciliates","Chromista","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium",NA,NA,"Large","Derek S.Harbour",90,6279,47709.7231970768
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","pungens",NA,NA,"Derek S.Harbour",94,35.2140535946686,315
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","pungens",NA,NA,"Derek S.Harbour",94,50,499.625668720977
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","seriata",NA,NA,"Derek S.Harbour",95,20,149.637163774564
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","seriata",NA,NA,"Derek S.Harbour",95,36.2140535946686,326.822559096903
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","seriata",NA,NA,"Derek S.Harbour",95,50,499.625668720977
"Ciliates","Chromista","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium",NA,NA,"Large","Derek S.Harbour",90,7900.95370567581,60920.7783949838
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","sigma",NA,NA,"Derek S.Harbour",96,16.1018552088602,112.5
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","sigma",NA,NA,"Derek S.Harbour",96,26,211.331838647709
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudonitzschia","delicatissima",NA,NA,"Derek S.Harbour",97,6.44893605461228,33.75
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudonitzschia","delicatissima",NA,NA,"Derek S.Harbour",97,9,52.3287238919241
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","fraudulenta",NA,NA,"Derek S.Harbour",98,20,149.637163774564
"Ciliates","Chromista","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium",NA,NA,"Medium","Derek S.Harbour",99,1196.87702222609,8181.23086872341
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","pungens",NA,NA,"Derek S.Harbour",100,50,499.625668720977
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","seriata",NA,NA,"Derek S.Harbour",101,70.1442212583855,780
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudonitzschia","seriata",NA,NA,"Derek S.Harbour",102,50,499.625668720977
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudonitzschia","seriata",NA,NA,"Derek S.Harbour",102,54.7133265287655,562.5
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudonitzschia","seriata",NA,NA,"Derek S.Harbour",102,55.8186734746092,577.5
"Ciliates","Chromista","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium",NA,NA,"Medium","Derek S.Harbour",99,4505,33512.5310257195
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","subcurvata",NA,NA,"Derek S.Harbour",103,70.1442212583855,780
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","alternans",NA,NA,"Derek S.Harbour",104,296,5186.29856404162
